dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0008-002-R0009,IL-MTFN-001-G-F-0008-002,"Letter from Lozer to Edith from Dachau, 1938","צילום מכתב שלוזר כתב לאישתו אדית ממחנה דכאו ב-22.11.1938, אחרי ליל הבדולח.","Fotografie eines Briefes, den Lozer am 22.11.1938 nach der Kristallnacht aus dem Lager Dachau an seine Frau Edith schrieb.","Photograph of a letter Lozer wrote to his wife Edith from Dachau camp on 22.11.1938, after Kristallnacht.",Hebrew|עברית,מכתב|Letter,photography,copy,Lozer,1938-11-22,,,
IL-MTFN-001-G-F-0009-002-R0001,IL-MTFN-001-G-F-0009-002,Collection of Writings and Memories by Hella Lux and Mary Holtz,"יומן של הלה לוקס מ-1910; ספרון שירים של הלה ותמונה; 2 פנקסים בהם הלה כתבה את מחשבותיה על 'חוקיות העולם' 'Das Weltrecht'; ספר זכרונות של מרי הולץ (הסבתא של רנה מצד אמו) מ-1816, שם נעוריה מתחיל באות B; צילום שני שירים שנכתבו ככל הנראה ע""י הלה, ללא תאריך; כתיבה הומוריסטית של הלה לרגל קרנבל, אין תאריך.","Tagebuch von Hella Lux aus dem Jahr 1910; ein Gedichtbuch von Hella und ein Bild; 2 Notizbücher, in denen Hella ihre Gedanken über 'Das Weltrecht' niederschrieb; Erinnerungsbuch von Mary Holtz (Renas Großmutter mütterlicherseits) aus dem Jahr 1816, ihr Mädchenname beginnt mit dem Buchstaben B; Fotografie von zwei Gedichten, die wahrscheinlich von Hella geschrieben wurden, ohne Datum; humoristische Schrift von Hella anlässlich eines Karnevals, kein Datum.","Diary of Hella Lux from 1910; a booklet of poems by Hella and a picture; 2 notebooks in which Hella wrote her thoughts on 'The World Law' 'Das Weltrecht'; memory book of Mary Holtz (Rena's maternal grandmother) from 1816, her maiden name starts with the letter B; photograph of two poems apparently written by Hella, without a date; humorous writing by Hella for a carnival, no date.",Hebrew|German,יומן|Diary|פנקס|Notepad|ספר זכרונות|Memory Book|שיר|Poem,handwriting,other,,,,,
IL-MTFN-001-G-F-0009-002-R0003,IL-MTFN-001-G-F-0009-002,Lace Cap and Annual Diaries from 1912 and 1918,"מצנפת מתחרה לתינוק, לא ברור מאיזו תקופה. שני יומנים שנתיים מ-1912 ו-1918 - קטנים מאד ומתאימים לארנק, כפי שהשם הגרמני מצביע על כך Geldtaschenkalender.","Spitzenmütze für ein Baby, unklar aus welcher Zeit. Zwei Jahreskalender von 1912 und 1918 - sehr klein und passend für eine Geldbörse, wie der deutsche Name darauf hinweist Geldtaschenkalender.","Lace cap for a baby, unclear from which period. Two annual diaries from 1912 and 1918 - very small and suitable for a wallet, as the German name indicates Geldtaschenkalender.",German,יומן|Diary,,original,,1912,,,
IL-MTFN-001-G-F-0009-002-R0009,IL-MTFN-001-G-F-0009-002,Torah Diaper of Eliyahu ben Anshel Rosenzweig,"חיתול תורה של אליהו בן אנשיל רוזנצויייג, יליד 1847. הכתיבה והקישוטים על החיתול נעשו בצביעה; מכתב כתוב גרמנית ביד (הודפס ע""י קרלה וולף) שמסביר את מקור וסיפור החיתול; בין היתר שהוא הוכן ע""י נתן לוקס, הסבא של הלה מצד אביה, ב-1847.","Tora-Windel von Eliyahu ben Anshel Rosenzweig, geboren 1847. Die Schrift und die Verzierungen auf der Windel wurden bemalt; ein handgeschriebener Brief auf Deutsch (gedruckt von Karla Wolf), der die Herkunft und Geschichte der Windel erklärt; unter anderem, dass sie 1847 von Nathan Lux, dem Großvater von Hela väterlicherseits, angefertigt wurde.","Torah diaper of Eliyahu ben Anshel Rosenzweig, born 1847. The writing and decorations on the diaper were painted; a handwritten letter in German (printed by Karla Wolf) explaining the origin and story of the diaper; among other things, that it was made by Nathan Lux, Hela's grandfather on her father's side, in 1847.",German|Hebrew,מכתב|Letter,handwriting,original,Eliyahu ben Anshel Rosenzweig,1847,,,
IL-MTFN-001-G-F-0009-003-R0003,IL-MTFN-001-G-F-0009-003,Membership Booklets of Rene and Hella Weiss,"פנקסי החברות של רנה והלה וייס בקלוב האלפים הצרפתיים. אוה, בתם, סיפרה שהוריה התמידו לטייל באלפים והיו חברים בקלוב האלפים הגרמני. כאשר השתתפותם בקלוב הגרמני נאסרה, סידר עבורם ידיד את החברות בקלוב הצרפתי ב-1939 (הם חיו כבר בפלסתינה)","Mitgliedsbücher von René und Hella Weiss im Club der französischen Alpen. Ihre Tochter Oh erzählte, dass ihre Eltern regelmäßig in den Alpen wanderten und Mitglieder im Deutschen Alpenverein waren. Als ihre Teilnahme im deutschen Club verboten wurde, arrangierte ein Freund die Mitgliedschaft im französischen Club im Jahr 1939 (sie lebten bereits in Palästina).","Membership booklets of René and Hella Weiss in the French Alps Club. Their daughter Oh said that her parents regularly hiked in the Alps and were members of the German Alps Club. When their participation in the German club was banned, a friend arranged for their membership in the French club in 1939 (they were already living in Palestine).",Hebrew,פנקס|Notepad,,original,Rene and Hella Weiss,1939,,,
IL-MTFN-001-G-F-0009-011-R0001,IL-MTFN-001-G-F-0009-011,Letters of Hela,"מכתביה של הלה, שהייתה בת 16 עם תחילת הקשר/ההתכתבות, ארוכים ומלאי תכנים. היא מדווחת על כל שקורה לה אישית, משפחתית, חברתית. היא מתמודדת עם שאלות פילוסופיות, שאלות פוליטיות כלליות ויהודיות (ציונות כן/לא), שאלות דת, ספרות, שירה ועוד. מכתביה מרשימים בגישה הבוגרת והמעמיקה - למרות גילה הצעיר.","Die Briefe von Hela, die mit Beginn der Beziehung/Korrespondenz 16 Jahre alt war, sind lang und voller Inhalte. Sie berichtet über alles, was ihr persönlich, familiär und sozial passiert. Sie beschäftigt sich mit philosophischen Fragen, allgemeinen und jüdischen politischen Fragen (Zionismus ja/nein), Fragen der Religion, Literatur, Poesie und mehr. Ihre Briefe beeindrucken durch den reifen und tiefgründigen Ansatz - trotz ihres jungen Alters.","The letters of Hela, who was 16 years old at the start of the relationship/correspondence, are long and full of content. She reports on everything happening to her personally, family-wise, and socially. She deals with philosophical questions, general and Jewish political questions (Zionism yes/no), questions of religion, literature, poetry, and more. Her letters are impressive in their mature and deep approach - despite her young age.",Hebrew,מכתב|Letter,handwriting,original,,,,,
IL-MTFN-001-G-F-0009-011-R0002,IL-MTFN-001-G-F-0009-011,Letters from Rene in Detention Camp,"רנה כתב מכתבים ארוכים, התכנים אינם כה מגוונים כמו אצל הלה שהרי מרביתם נכתבו ממחנה המעצר בהודו וחוויותיו שם אינן רבות. השניים מתגעגעים זה לזה ומחזקים זה את זה באמצעות המכתבים ולא מאבדים תקווה שבבוא היום יחיו יחד.","Rene schrieb lange Briefe, die Inhalte sind nicht so vielfältig wie bei Hela, da die meisten von ihnen aus dem Internierungslager in Indien geschrieben wurden und seine Erfahrungen dort nicht zahlreich sind. Die beiden vermissen sich gegenseitig und stärken sich durch die Briefe und verlieren nicht die Hoffnung, dass sie eines Tages zusammenleben werden.","Rene wrote long letters, the contents are not as varied as Hela's since most of them were written from the detention camp in India and his experiences there are not many. The two miss each other and strengthen each other through the letters and do not lose hope that one day they will live together.",Hebrew,מכתב|Letter,handwriting,original,,,,,
IL-MTFN-001-G-F-0009-013-R0003,IL-MTFN-001-G-F-0009-013,A Kind of Diary,מין יומן.,Eine Art Tagebuch.,A kind of diary.,Unspecified,יומן|Diary,,other,,,,,
IL-MTFN-001-G-F-0012-002-R0018,IL-MTFN-001-G-F-0012-002,Notebook Cover: Paul Fink's Arbeitsdienst Ausmusterungsschein,"כריכת פנקס מ-1935/1936: ""חייב בשרות עבודה - נפסל לשרות צבאי"" של פאול פינק Arbeitsdienst Ausmusterungsschein;","Einband eines Notizbuchs von 1935/1936: ""Arbeitsdienstpflichtig - Untauglich für den Militärdienst"" von Paul Fink Arbeitsdienst Ausmusterungsschein;","Cover of a notebook from 1935/1936: ""Obligated to work service - Unfit for military service"" of Paul Fink Arbeitsdienst Ausmusterungsschein;",German,Notepad,,original,Paul Fink,1935-1936,,,
IL-MTFN-001-G-F-0013-001-R0005,IL-MTFN-001-G-F-0013-001,יומן כיס קטנטן של פלורה מ-1880,"יומן כיס קטנטן מ-1880. מתוך היומן: פלורה בת ה-14 לומדת בפנימיה לבנות מיוחסות בפראג Prag. היא מטיילת, מבקרת בקונצרטים, תיאטרון, מסיבות, לומדת גזירה ותפירה ושמחה לבלות את החופשות בבית.","Ein kleines Taschenbuch aus dem Jahr 1880. Aus dem Tagebuch: Die 14-jährige Flora besucht ein Internat für adlige Mädchen in Prag. Sie macht Spaziergänge, besucht Konzerte, Theater, Partys, lernt Schneiderei und Nähen und freut sich, die Ferien zu Hause zu verbringen.","A tiny pocket diary from 1880. From the diary: 14-year-old Flora studies at a boarding school for noble girls in Prague. She goes for walks, attends concerts, theater, parties, learns cutting and sewing, and is happy to spend the holidays at home.",Hebrew|German,יומן|Diary,handwriting,original,Flora,1880,,,
IL-MTFN-001-G-F-0013-001-R0006,IL-MTFN-001-G-F-0013-001,"Flora's Diary ""Head and Heart"" 1884","יומן קטן של פלורה עם הכותרת ""ראש ולב"" מ-1884, פלורה בת 18.","Kleines Tagebuch von Flora mit dem Titel ""Kopf und Herz"" aus dem Jahr 1884, Flora ist 18 Jahre alt.","Small diary of Flora with the title ""Head and Heart"" from 1884, Flora is 18 years old.",Hebrew,יומן|Diary,handwriting,original,Flora,1884,,,
IL-MTFN-001-G-F-0013-001-R0011,IL-MTFN-001-G-F-0013-001,Small Notepad with Lists,"פנקס קטן עם רשימות: ביגוד אישי, כלי מיטה, כביסת מטבח.","Kleines Notizbuch mit Listen: persönliche Kleidung, Bettwäsche, Küchenwäsche.","Small notepad with lists: personal clothing, bed linen, kitchen laundry.",Hebrew,פנקס|Notepad,handwriting,original,,,,,
IL-MTFN-001-G-F-0013-001-R0012,IL-MTFN-001-G-F-0013-001,"Flora Glaser's Diary, 1883",יומן קטן של פלורה גלזר מ-1883 בראשיתו היא כותבת: עם ה' Mit Gott.,"Kleines Tagebuch von Flora Glaser aus dem Jahr 1883, am Anfang schreibt sie: Mit Gott.","Small diary of Flora Glaser from 1883, at the beginning she writes: With God.",Hebrew|German,יומן|Diary,handwriting,original,Flora Glaser,1883,,,
IL-MTFN-001-G-F-0015-002-R0002,IL-MTFN-001-G-F-0015-002,Settler Life in Nahariah 1937 by Jenny Cramer-Hess,"כתב-יד בגרמנית 'Siedlerleben in Nahariah 1937' 'המתיישבים בנהריה 1937', נכתב ע""י ג'ני קרמר-הס Jenny Cramer-Hess. בכתב-יד זה מתארת ג'ני את השמחה, הקשיים, האכזבות, הפחדים של החקלאים החדשים בנהריה.","Handschrift auf Deutsch 'Siedlerleben in Nahariah 1937', geschrieben von Jenny Cramer-Hess. In dieser Handschrift beschreibt Jenny die Freude, die Schwierigkeiten, die Enttäuschungen und die Ängste der neuen Bauern in Nahariah.","Handwriting in German 'Settler Life in Nahariah 1937', written by Jenny Cramer-Hess. In this handwriting, Jenny describes the joy, difficulties, disappointments, and fears of the new farmers in Nahariah.",German,מכתב|Letter,handwriting,original,Jenny Cramer-Hess,1937,,,
IL-MTFN-001-G-F-0015-005-R0001,IL-MTFN-001-G-F-0015-005,"Letter from 6-year-old Hites to his mother, 1889",משנת 1889 ילד בשם היטס Hites בן 6 כותב מספר שורות אל אמו; לא ברור מי האם.,"Aus dem Jahr 1889 schreibt ein 6-jähriger Junge namens Hites ein paar Zeilen an seine Mutter; es ist unklar, wer die Mutter ist.","From the year 1889, a 6-year-old boy named Hites writes a few lines to his mother; it is unclear who the mother is.",Hebrew,מכתב|Letter,handwriting,original,,1889,,,
IL-MTFN-001-G-F-0015-005-R0002,IL-MTFN-001-G-F-0015-005,"Letter from Max Kramer to his mother, 1889","משנת 1889 ילד בשם מקס בן 9 (לפי התאריך, הכותב הוא ד""ר מקס קרמר בן ה;9) כותב אל אמו שנמצאת במקום הבראה כל שהוא יחד עם הבן / האח הנס. מקס כותב שהוא מקווה שהשיעול שלה השתפר וגם שהנס בריא. הוא מספר במכתבו שהקיסר ביקר ""אתמול"" בעיר והדוכס אירח אותו ועוד כ-4000 אירגונים בגן העיר ושהיה כיבוד בבירה ונקניקיות. (יתכן שהעיר היא קרלסרואה מאחר ומקס קרמר נולד שם).","Seit 1889 schreibt ein 9-jähriger Junge namens Max (laut Datum ist der Verfasser Dr. Max Kramer, 9 Jahre alt) an seine Mutter, die sich mit dem Sohn/Bruder Hans an einem Kurort befindet. Max schreibt, dass er hofft, dass ihr Husten sich verbessert hat und dass Hans gesund ist. In seinem Brief erzählt er, dass der Kaiser ""gestern"" die Stadt besucht hat und der Herzog ihn und etwa 4000 Organisationen im Stadtgarten empfangen hat, wo es Bier und Würstchen gab. (Es ist möglich, dass die Stadt Karlsruhe ist, da Max Kramer dort geboren wurde).","Since 1889, a 9-year-old boy named Max (according to the date, the writer is Dr. Max Kramer, 9 years old) writes to his mother who is at some health resort with the son/brother Hans. Max writes that he hopes her cough has improved and that Hans is healthy. In his letter, he mentions that the emperor visited the city ""yesterday"" and the duke hosted him and about 4000 organizations in the city garden where there were refreshments of beer and sausages. (It is possible that the city is Karlsruhe since Max Kramer was born there).",Hebrew,מכתב|Letter,handwriting,original,Max Kramer,1889,,,
IL-MTFN-001-G-F-0015-005-R0003,IL-MTFN-001-G-F-0015-005,"New Year's Greetings from Johanna to Parents in Karlsruhe, 1885",משנת 1885 איחולים לראש השנה החדשה להורים בקרלסרואה Karlsruhe מאת הבת יוהנה (למקס קרמר היתה אחות בשם יוהנה).,Neujahrsgrüße aus dem Jahr 1885 an die Eltern in Karlsruhe von der Tochter Johanna (Max Kramer hatte eine Schwester namens Johanna).,New Year's greetings from 1885 to the parents in Karlsruhe from the daughter Johanna (Max Kramer had a sister named Johanna).,German,מכתב|Letter,,original,Johanna,1885,,,
IL-MTFN-001-G-F-0015-005-R0005,IL-MTFN-001-G-F-0015-005,"Letter from Johanna to her parents, 1885","משנת 1885 מכתב לראש השנה החדשה מיוהנה (הנכן) אל הוריה, כותבת מקרלסרואה. חלק תורגם חופשית לעברית.","Ein Brief aus dem Jahr 1885 zum neuen Jahr von Johanna (Hanken) an ihre Eltern, geschrieben aus Karlsruhe. Teilweise frei ins Hebräische übersetzt.","A letter from 1885 for the New Year from Johanna (Hanken) to her parents, written from Karlsruhe. Partially freely translated into Hebrew.",Hebrew|German,מכתב|Letter,handwriting,original,,1885,,,
IL-MTFN-001-G-F-0015-006-R0001,IL-MTFN-001-G-F-0015-006,Memory Books of Johanna Neumark,"שלושה ספרי זכרונות של 3 דורות במשפחה: ספר זכרונות של יוהנה נוימרק (הס) Johanna Neumark הידועה גם כ'הנכן', אמה של ג'ני קרמר. הזכרונות נכתבו בשנים 1874-1932 בנורדלינגן Nördlingen.","Drei Erinnerungsbücher von drei Generationen in der Familie: Erinnerungsbuch von Johanna Neumark (Hess), auch bekannt als 'Henchen', die Mutter von Jenny Kramer. Die Erinnerungen wurden in den Jahren 1874-1932 in Nördlingen geschrieben.","Three memory books of three generations in the family: Memory book of Johanna Neumark (Hess), also known as 'Henchen', the mother of Jenny Kramer. The memories were written in the years 1874-1932 in Nördlingen.",German|גרמנית,ספר זכרונות|Memory Book,handwriting,original,Johanna Neumark,1874-1932,,,
IL-MTFN-001-G-F-0015-006-R0002,IL-MTFN-001-G-F-0015-006,Memory Book of Jenny Hess (Kramer),"ספר זכרונות של ג'ני הס (קרמר), שנכתבו בשנים 1901-1932 בשטוטגרט Stuttgart.","Erinnerungsbuch von Jenny Hess (Kramer), geschrieben in den Jahren 1901-1932 in Stuttgart.","Memory book of Jenny Hess (Kramer), written in the years 1901-1932 in Stuttgart.",Hebrew|German,ספר זכרונות|Memory Book,handwriting,original,Jenny Hess (Kramer),1932,,,
IL-MTFN-001-G-F-0015-006-R0003,IL-MTFN-001-G-F-0015-006,Memory Book of Gertrud (Tuvit) Kramer,ספר זכרונות של גרטרוד (טובית) קרמר (שמשון) נכתבו בשנים 1928-1932 בשטוטגרט.,"Erinnerungsbuch von Gertrud (Tuvit) Kramer (Shimshon), geschrieben in den Jahren 1928-1932 in Stuttgart.","Memory book of Gertrud (Tuvit) Kramer (Shimshon), written in the years 1928-1932 in Stuttgart.",Hebrew,ספר זכרונות|Memory Book,handwriting,original,גרטרוד (טובית) קרמר (שמשון),1928-1932,,,
IL-MTFN-001-G-F-0015-006-R0004,IL-MTFN-001-G-F-0015-006,Jenny Hess School Booklet with Grades,"ספרון של ג'ני הס עם ציונים על חריצות והתנהגות בביה""ס, למדה ב-Olgastift, וחתימות של אביה לאישור שראה את הציונים מהשנים 1898-1901.","Ein Büchlein von Jenny Hess mit Noten über Fleiß und Verhalten in der Schule, sie lernte im Olgastift, und Unterschriften ihres Vaters zur Bestätigung, dass er die Noten aus den Jahren 1898-1901 gesehen hat.","A booklet by Jenny Hess with grades on diligence and behavior at school, studied at Olgastift, and signatures of her father to confirm he saw the grades from the years 1898-1901.",Hebrew|German,חוברת|Booklet,print,original,Jenny Hess,1901,,,
IL-MTFN-001-G-F-0015-007-R0001,IL-MTFN-001-G-F-0015-007,Mein Ahnenbuch by Jenny Kramer,"מחברת עבה כתובה גרמנית בכתב ידה של ג'ני קרמר לבית הס. כותרתה ""Mein Ahnenbuch"" בעברית: ספר אבותיי. הפרק הראשון הוא: משפחת קרומוול Die Kromwells שהם ראשית המשפחה.","Ein dickes Notizbuch, geschrieben auf Deutsch in der Handschrift von Jenny Kramer, geborene Hess. Sein Titel ist ""Mein Ahnenbuch"". Der erste Abschnitt ist: Die Familie Kromwell, die der Ursprung der Familie ist.","A thick notebook written in German in the handwriting of Jenny Kramer, née Hess. Its title is ""Mein Ahnenbuch"" in Hebrew: My Ancestry Book. The first chapter is: The Cromwell Family, who are the beginning of the family.",German,יומן|Diary,handwriting,original,Jenny Kramer,,,,
IL-MTFN-001-G-F-0015-007-R0002,IL-MTFN-001-G-F-0015-007,Translation of Notebook Excerpts,"בתיק 3 דפים מודפסים בעברית; תרגום של קטעים מתוך המחברת שנעשו ע""י קרלה וולף ונילי דוידסון.","Im Ordner befinden sich 3 gedruckte Seiten auf Hebräisch; Übersetzung von Auszügen aus dem Notizbuch, erstellt von Karla Wolf und Nili Davidson.","In the file, there are 3 printed pages in Hebrew; translation of excerpts from the notebook made by Karla Wolf and Nili Davidson.",Hebrew,מסמך מתורגם|Translated Document,typewriting,copy,,,,,3
IL-MTFN-001-G-F-0015-007-R0003,IL-MTFN-001-G-F-0015-007,Computer Printout of Notebook with Scanned Images,במרץ 2003 התווספה הדפסה במחשב של כל המחברת עם סריקה של כל התמונות שבמחברת.,Im März 2003 wurde eine Computerausdruck des gesamten Notizbuchs mit einem Scan aller Bilder im Notizbuch hinzugefügt.,"In March 2003, a computer printout of the entire notebook with a scan of all the images in the notebook was added.",Hebrew,Notepad,typewriting,copy,,,2003-03,,
