dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0047-037-R0009,IL-MTFN-001-G-F-0047-037,Landsberg Family House Plans,תכניות הבית של משפחת לנדסברג בכפר שמריהו.,Hauspläne der Familie Landsberg in Kfar Shmaryahu.,House plans of the Landsberg family in Kfar Shmaryahu.,Unspecified,Floor Plan,,original,Landsberg Family,,,,
IL-MTFN-001-G-F-0047-038-R0005,IL-MTFN-001-G-F-0047-038,"הערות לסדר היום של ישיבת הנהלת חברת רסקו בע""מ","שלשה עמודים עם הכותרת: ""הערות לסדר היום של ישיבת הנהלת חברת רסקו בע""מ, שתתקיים ב-9 לספטמבר 1941"".","Drei Seiten mit der Überschrift: ""Anmerkungen zur Tagesordnung der Vorstandssitzung der Rasco GmbH, die am 9. September 1941 stattfinden wird"".","Three pages with the title: ""Notes for the agenda of the board meeting of Rasco Ltd., to be held on September 9, 1941"".",Hebrew,רשימה|List,typewriting,original,"חברת רסקו בע""מ",1941-09-09,,,3
IL-MTFN-001-G-F-0047-043-R0008,IL-MTFN-001-G-F-0047-043,18th World Congress of the Junior Chamber Booklets,2 חוברות זהות באנגלית. על הכריכה כתוב: הקונגרס העולמי ה-18 הלשכה הצעירה. הקונגרס התקיים בישראל ב-24.11.1963.,2 identische Broschüren auf Englisch. Auf dem Umschlag steht: Der 18. Weltkongress der Jungen Kammer. Der Kongress fand am 24.11.1963 in Israel statt.,2 identical booklets in English. On the cover it says: The 18th World Congress of the Junior Chamber. The congress took place in Israel on 24.11.1963.,English,חוברת|Booklet,print,original,,,1963-11-24,,
IL-MTFN-001-G-F-0047-044-R0001,IL-MTFN-001-G-F-0047-044,"Booklet from the 13th Zionist Congress in Posen, 1912","חוברת ממפגש הצירים הציוניים ה-13 בפוזן Posen בשנת 1912. בחוברת נאום פתיחה של ד""ר ארתור הנטקה; Dr. Arthur Hantke. בחוברת בין היתר: רשימת תרומות ה""שקל"" מערי גרמניה. כותרת החוברת: Delegiertentag XIII 27-28.5.1912, in Posen, Zionistischen Vereinigung für Deutschland.","Broschüre vom 13. Zionistischen Kongress in Posen im Jahr 1912. In der Broschüre die Eröffnungsrede von Dr. Arthur Hantke. In der Broschüre unter anderem: Liste der 'Shekel'-Spenden aus deutschen Städten. Titel der Broschüre: Delegiertentag XIII 27-28.5.1912, in Posen, Zionistischen Vereinigung für Deutschland.","Booklet from the 13th Zionist Congress in Posen in 1912. In the booklet, the opening speech of Dr. Arthur Hantke. In the booklet, among other things: List of 'Shekel' donations from German cities. Title of the booklet: Delegiertentag XIII 27-28.5.1912, in Posen, Zionistischen Vereinigung für Deutschland.",Hebrew|German,חוברת|Booklet,print,original,Dr. Arthur Hantke,1912-05-27,1912,,
IL-MTFN-001-G-F-0047-044-R0002,IL-MTFN-001-G-F-0047-044,"Booklet from the 17th Zionist Delegates Meeting, 1921","חוברת מהמפגש ה-17 של הצירים הציוניים בהנובר ב-1921. בחוברת בין היתר: נאום של פליקס רוזנבליט Felix Rosenblüth בנושא: העבודה הציונית בגרמניה. כותרת החוברת: Delegiertentag XVII, 13-17.1921, Hannover.","Broschüre vom 17. Treffen der zionistischen Delegierten in Hannover im Jahr 1921. In der Broschüre unter anderem: Rede von Felix Rosenblüth zum Thema: Die zionistische Arbeit in Deutschland. Titel der Broschüre: Delegiertentag XVII, 13-17.1921, Hannover.","Booklet from the 17th meeting of Zionist delegates in Hanover in 1921. In the booklet, among other things: Speech by Felix Rosenblüth on the topic: Zionist work in Germany. Title of the booklet: Delegiertentag XVII, 13-17.1921, Hannover.",Hebrew|German,חוברת|Booklet,print,original,Felix Rosenblüth,1921,1921,,
IL-MTFN-001-G-F-0047-044-R0004,IL-MTFN-001-G-F-0047-044,"19th Zionist Delegates Meeting Booklet, Dresden","חוברת של מפגש הצירים הציוניים ה-19 בדרזדן Dresden, השנה לא רשומה (ככל הנראה 1923). המאמר הראשי בחוברת בנושא: בניית הכלכה בפלשתינה. כותרת החוברת: Delegiertentag XIX ,Z.V.F.D., 25-26.6, Dresden.","Broschüre des 19. Zionistischen Delegiertentags in Dresden, Jahr nicht angegeben (wahrscheinlich 1923). Der Hauptartikel in der Broschüre behandelt das Thema: Aufbau der Wirtschaft in Palästina. Titel der Broschüre: Delegiertentag XIX ,Z.V.F.D., 25-26.6, Dresden.","Booklet of the 19th Zionist Delegates Meeting in Dresden, year not listed (probably 1923). The main article in the booklet is on the topic: Building the economy in Palestine. Title of the booklet: Delegiertentag XIX ,Z.V.F.D., 25-26.6, Dresden.",Hebrew|German,חוברת|Booklet,print,original,,,1923,,
IL-MTFN-001-G-F-0047-044-R0005,IL-MTFN-001-G-F-0047-044,Information Sheets of the Zionist Organization of Germany,"דפי מידע של אירגון ציוני גרמניה לקראת הקונגרס הציוני. על העמוד הראשון נרשם: ""שמירת סודיות"" כמו כן קריאה לתרומות ""שקל"" Schekelaktion. הדפים נושאים את הכותרת: Informationen der Z.V.D 15.5.1921,Berlin, Nr. 4, streng vertraulich.","Informationsblätter der Zionistischen Vereinigung Deutschlands vor dem Zionistenkongress. Auf der ersten Seite steht: ""Geheimhaltung"" sowie ein Aufruf zu Spenden ""Schekelaktion"". Die Seiten tragen den Titel: Informationen der Z.V.D 15.5.1921, Berlin, Nr. 4, streng vertraulich.","Information sheets of the Zionist Organization of Germany before the Zionist Congress. On the first page it says: ""Confidentiality"" as well as a call for donations ""Shekel Action"". The pages bear the title: Informationen der Z.V.D 15.5.1921, Berlin, Nr. 4, strictly confidential.",German,Communication Document,typewriting,original,,1921-05-15,,,
IL-MTFN-001-G-F-0051-001-R0003,IL-MTFN-001-G-F-0051-001,"Document on Community Elections, 1834",צילום מסמך על בחירות לראשויות הקהילה ולראשות קהילת הנשים מ-1834;,Fotografie eines Dokuments über die Wahlen zu den Gemeindeverwaltungen und zur Leitung der Frauengemeinschaft von 1834;,Photograph of a document about elections to the community authorities and the leadership of the women's community from 1834;,Hebrew,Translated Document,photography,copy,,1834,,,
IL-MTFN-001-G-F-0053-002-R0008,IL-MTFN-001-G-F-0053-002,Instructions to the Chairman of the Bodenfelde Community,"1833 Bodenfelde, הנחיות ליושב ראש קהילת Bodenfelde;","1833 Bodenfelde, Anweisungen an den Vorsitzenden der Gemeinde Bodenfelde;","1833 Bodenfelde, instructions to the chairman of the Bodenfelde community;",German,Letter,,original,,1833,,,
IL-MTFN-001-G-F-0053-003-R0007,IL-MTFN-001-G-F-0053-003,"Replacement of Jewish Community Head in Bodenfelde, 1847","1847, החלפת ראש הקהילה היהודית Bodenfelde","1847, Austausch des Leiters der jüdischen Gemeinde Bodenfelde","1847, Replacement of the head of the Jewish community Bodenfelde",Hebrew,Letter,,original,,1847,,,
IL-MTFN-001-G-F-0066-001-R0003,IL-MTFN-001-G-F-0066-001,"Booklets by the General Organization of Workers in Israel, 1973","חוברות בעברית מ-1973 "" ההסתדרות הכללית של העובדים בארץ ישראל, הועד הפועל. המחלקה להשכלה גבוהה, המרכז תליעוד בעל פה","Hefte auf Hebräisch von 1973 ""Die Allgemeine Organisation der Arbeiter in Israel, das Exekutivkomitee. Die Abteilung für höhere Bildung, das Zentrum für mündliche Dokumentation""","Booklets in Hebrew from 1973 ""The General Organization of Workers in the Land of Israel, the Executive Committee. The Department for Higher Education, the Oral Documentation Center""",Hebrew,חוברת|Booklet,print,original,,1973,1973,,
IL-MTFN-001-G-F-0071-002-R0004,IL-MTFN-001-G-F-0071-002,1925 Karlsruhe Israelite Family Sheet,"1925 Karlsruher israelitsiches Familien Blatt, Die Namen der Juden in Karlsruhe / Dr. Dreifuss ,תרגום שמות היהודים בקרלסרואה / ד""ר דרייפוס;","1925 Karlsruher israelitisches Familienblatt, Die Namen der Juden in Karlsruhe / Dr. Dreifuss, Übersetzung der Namen der Juden in Karlsruhe / Dr. Dreifuss","1925 Karlsruhe Israelite Family Sheet, The Names of the Jews in Karlsruhe / Dr. Dreifuss, Translation of the Names of the Jews in Karlsruhe / Dr. Dreifuss",German|Hebrew,Translated Document,print,original,Dr. Dreifuss,,1925,,
IL-MTFN-001-G-F-0083-001-R0006,IL-MTFN-001-G-F-0083-001,Proposal Plan for Water Lines in Kiryat Bialik,תוכנית הצעה בקשר לקווי המיים בקרית ביאליק,Vorschlagsplan in Bezug auf die Wasserleitungen in Kiryat Bialik,Proposal plan regarding the water lines in Kiryat Bialik,Hebrew,Plan,,original,,,,,
IL-MTFN-001-G-F-0085-001-R0008,IL-MTFN-001-G-F-0085-001,Speeches for the B.J.A Bund jüdischer Akademikern Conference,"1906-1926, חומר מאירגונים אקדמאים יהודים, חומר מאוד מעניין, נאומים ללימודי דת וחיי דת לצד הלימודים והחיים האקדמיים, הנאומים הוכנו כפי הנראה לכנסבלייפציג לציון 20 שנה לקיום האירגון B.J.A Bund jüdischer Akademikern.","1906-1926, Material von jüdischen akademischen Organisationen, sehr interessantes Material, Reden über Religionsstudien und religiöses Leben neben akademischen Studien und Leben, die Reden wurden anscheinend für eine Konferenz in Leipzig zum 20-jährigen Bestehen der Organisation B.J.A Bund jüdischer Akademikern vorbereitet.","1906-1926, material from Jewish academic organizations, very interesting material, speeches on religious studies and religious life alongside academic studies and life, the speeches were apparently prepared for a conference in Leipzig marking 20 years of the B.J.A Bund jüdischer Akademikern organization.",Hebrew|German,Speech,,original,,1926,,,
IL-MTFN-001-G-F-0103-001-R0011,IL-MTFN-001-G-F-0103-001,Copies of Information on Exhibitions and Kibbutz Alonim Overview,"1995, העתקים של אינפורמציה על תערוכות, תעתק של מראה כללי של קיבוץ אלונים;","1995, Kopien von Informationen über Ausstellungen, Transkription eines allgemeinen Blicks auf den Kibbuz Alonim;","1995, copies of information about exhibitions, transcription of a general view of Kibbutz Alonim;",Hebrew,Translated Document,,copy,,1995,,,
IL-MTFN-001-G-F-0103-001-R0012,IL-MTFN-001-G-F-0103-001,"Pages of the Department for Youth and Children's Aliyah, 1959","1959, דפים ידיעות המחלקה לעלית ילדים ונוער;","1959, Seiten der Abteilung für Kinder- und Jugendalija","1959, Pages of the Department for Youth and Children's Aliyah",Hebrew,Unrecognized,,original,,1959,,,
IL-MTFN-001-G-F-0103-003-R0004,IL-MTFN-001-G-F-0103-003,Small Booklet on Red Cross Activities in Kösterberg,חוברת קטנה בגרמנית על הפעילויות הסוציאלית/חינוכית שמפעיל הצלב האדום ב-Kösterberg ללא תאריך.,"Ein kleines Heft auf Deutsch über die sozialen/erzieherischen Aktivitäten, die das Rote Kreuz in Kösterberg betreibt, ohne Datum.","A small booklet in German about the social/educational activities operated by the Red Cross in Kösterberg, without a date.",German,חוברת|Booklet,print,original,,,,,
IL-MTFN-001-G-F-0113-028-R0007,IL-MTFN-001-G-F-0113-028,Lager Rottenmoor,"Lager Rottenmoor ; תרגום: מחנה רוטנמור. מחנה רוטנמור; מחנה ריכוז 12 + 13 + 13 עמודים, אין תאריך;","Lager Rottenmoor; Übersetzung: Lager Rottenmoor. Lager Rottenmoor; Konzentrationslager 12 + 13 + 13 Seiten, kein Datum;","Lager Rottenmoor; Translation: Camp Rottenmoor. Camp Rottenmoor; Concentration camp 12 + 13 + 13 pages, no date;",Unspecified,Translated Document,,other,,,,,38
IL-MTFN-001-G-F-0113-038-R0012,IL-MTFN-001-G-F-0113-038,Proposal for the Record Library,"Schallplatten;Vorschlag für die Sifriat Hataklitim; תרגום: תקליטים; הצעה עבור ספריית התקליטים, 4 עמודים (ספרייה של נהריה);","Schallplatten; Vorschlag für die Sifriat Hataklitim; Übersetzung: Schallplatten; Vorschlag für die Schallplattenbibliothek, 4 Seiten (Bibliothek von Nahariya);","Records; Proposal for the Sifriat Hataklitim; Translation: Records; Proposal for the Record Library, 4 pages (Library of Nahariya);",Hebrew,Proposal,,original,,,,,4
IL-MTFN-001-G-F-0113-041-R0014,IL-MTFN-001-G-F-0113-041,Establishment of the Mixed Lodge,"4 עמודים, 1974, Schaffung der gemischten Loge, תרגום: הקמת הלוג'ה המעורבת; גברים + גברות","4 Seiten, 1974, Schaffung der gemischten Loge, Übersetzung: Gründung der gemischten Loge; Männer + Damen","4 pages, 1974, Creation of the mixed lodge, Translation: Establishment of the mixed lodge; Men + Ladies",German|Hebrew,Translated Document,,original,,1974,,,4
IL-MTFN-001-G-F-0113-050-R0006,IL-MTFN-001-G-F-0113-050,Leo Beck Loge 1958,Leo Beck Loge 1958,Leo Beck Loge 1958,Leo Beck Lodge 1958,Unspecified,לא מזוהה,,original,Leo Beck,1958,,,
IL-MTFN-001-G-F-0113-058-R0001,IL-MTFN-001-G-F-0113-058,NDR 1960s Norddeutscher Rundfunk,רשות הרדיו: NDR שנות ה;60 למאה העשרים Norddeutscher Rundfunk,Rundfunkbehörde: NDR 60er Jahre des zwanzigsten Jahrhunderts Norddeutscher Rundfunk,Broadcasting Authority: NDR 1960s of the twentieth century Norddeutscher Rundfunk,German,לא מזוהה,,original,Norddeutscher Rundfunk,,,,
IL-MTFN-001-G-F-0113-058-R0002,IL-MTFN-001-G-F-0113-058,Westdeutscher Rundfunk 1960s,רשות הרדיו WDR משנות ה-60 Westdeutscher Rundfunk,Westdeutscher Rundfunk aus den 60er Jahren,Westdeutscher Rundfunk from the 1960s,German,Unrecognized,,original,Westdeutscher Rundfunk,1960,,,
IL-MTFN-001-G-F-0113-062-R0004,IL-MTFN-001-G-F-0113-062,Dairy in Nahariya,המחלבה בנהריה,Die Molkerei in Nahariya,The dairy in Nahariya,Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0113-062-R0005,IL-MTFN-001-G-F-0113-062,Financial Support for Nahariya Hospital Opening 1973,"בקשר עם תמיכה כספית לפתיחתו ביה""ח בנהריה שד""ר פ.ו. יושב ראש עמותת ידידות ביה""ח 1973","Im Zusammenhang mit finanzieller Unterstützung für die Eröffnung des Krankenhauses in Nahariya, Dr. P.W. Vorsitzender des Freundschaftsvereins des Krankenhauses 1973","In connection with financial support for the opening of the hospital in Nahariya, Dr. P.W. Chairman of the Hospital Friendship Association 1973",Hebrew,Letter,,original,,1973,,,
IL-MTFN-001-G-F-0113-062-R0007,IL-MTFN-001-G-F-0113-062,מלונאות,מלונאות,Hotellerie,Hospitality,Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0113-062-R0009,IL-MTFN-001-G-F-0113-062,List of Sisters in Bnei Brith Nahariya,"רשימה של האחיות בלוג'ה / בני ברית נהריה, סה""כ 94, לא מצוין מאיזה שנה הרשימה","Liste der Schwestern in Loge / Bnei Brith Nahariya, insgesamt 94, Jahr der Liste nicht angegeben","List of the sisters in Lodge / Bnei Brith Nahariya, total 94, year of the list not specified",Hebrew,רשימה|List,,original,,,,,
IL-MTFN-001-G-F-0140-001-R0003,IL-MTFN-001-G-F-0140-001,Lists of Organization Members,רשימות של החברים באירגון,Listen der Mitglieder in der Organisation,Lists of the members in the organization,Hebrew,רשימה|List,,original,,,,,
IL-MTFN-001-G-F-0165-001-R0002,IL-MTFN-001-G-F-0165-001,Call to Join 'Aid in Distress' Association,"1969, קריאה להצתרף ל עמותת 'עזרה במצוקה' Nothilfe Birgitta Wold e.V. עם פרטים על האירגון ועבודתו","1969, Aufruf zum Beitritt zum Verein 'Hilfe in Not' Nothilfe Birgitta Wold e.V. mit Details über die Organisation und ihre Arbeit","1969, Call to join the association 'Aid in Distress' Nothilfe Birgitta Wold e.V. with details about the organization and its work",Hebrew|German,Communication Document,,original,Nothilfe Birgitta Wold e.V.,1969,,,
IL-MTFN-001-G-F-0165-001-R0017,IL-MTFN-001-G-F-0165-001,Invitation to Annual Seminar of 'Help in Distress; Brigitta Wolf',"1994, הזמנה ליום עיון השנתי של 'עזרה במצוקה; בריגיטה וולף' לרגל 25 שנה לאירגון, גרמנית","1994, Einladung zum jährlichen Seminar von 'Hilfe in Not; Brigitta Wolf' anlässlich des 25-jährigen Bestehens der Organisation, Deutsch","1994, Invitation to the annual seminar of 'Help in Distress; Brigitta Wolf' on the occasion of the organization's 25th anniversary, German",German,הזמנה|Invitation,,original,,1994,,,
IL-MTFN-001-G-F-0166-001-R0020,IL-MTFN-001-G-F-0166-001,"A. Shpatil, Vilna","א. שפטיל, וילנה.","A. Schpatil, Wilna.","A. Shpatil, Vilna.",Unspecified,Unrecognized,,other,A. Shpatil,,,,
IL-MTFN-001-G-F-0166-001-R0021,IL-MTFN-001-G-F-0166-001,"L. Berggrum, Berlin","ל. ברגרום L. Berggrum, ברלין.","L. Berggrum, Berlin.","L. Berggrum, Berlin.",Unspecified,Letter,,other,L. Berggrum,,,,
IL-MTFN-001-G-F-0171-001-R0001,IL-MTFN-001-G-F-0171-001,"Booklets of Beit Shemen Youth Village, 1936","1936, חוברות של כפר הנוער בית שמן, בית ספר חקלאי. מנהל דר זיגפריד להמן Siegfried Lehmann, גרמנית, אנגלית, עברית;","1936, Broschüren des Jugenddorfes Beit Shemen, Landwirtschaftsschule. Direktor Dr. Siegfried Lehmann, Deutsch, Englisch, Hebräisch;","1936, Booklets of the Beit Shemen Youth Village, Agricultural School. Director Dr. Siegfried Lehmann, German, English, Hebrew;",German|English|Hebrew,חוברת|Booklet,print,original,Siegfried Lehmann,1936,,,
IL-MTFN-001-G-F-0180-001-R0001,IL-MTFN-001-G-F-0180-001,Strauss Factory 30th Anniversary Booklet,"חוברת על מפעל שטראוס בהנריה לרגל 30 שנה פעילות ויצור ולרגל יום הולדת ה 60 של מיסדו דר"" ריכארד שטראס.",Broschüre über das Strauss-Werk in Hanerija anlässlich des 30-jährigen Bestehens und der Produktion sowie des 60. Geburtstags seines Gründers Dr. Richard Strauss.,Booklet about the Strauss factory in Hanerija on the occasion of 30 years of operation and production and the 60th birthday of its founder Dr. Richard Strauss.,Hebrew,חוברת|Booklet,print,original,Dr. Richard Strauss,,,,
IL-MTFN-001-G-F-0180-001-R0006,IL-MTFN-001-G-F-0180-001,Elite International Company Profile,Elite International; Company Propfile in English.,Elite International; Unternehmensprofil auf Englisch.,Elite International; Company Profile in English.,English,מסמך מתורגם|Translated Document,print,original,,,,,
IL-MTFN-001-G-F-0202-016-R0007,IL-MTFN-001-G-F-0202-016,Brochure of the Jewish Community of Posen,"עלון של אירגון קהילת יהדות פוזן, Blätter des Verbandes jüdischer Heimatvereine","Broschüre der jüdischen Gemeinde Posen, Blätter des Verbandes jüdischer Heimatvereine","Brochure of the Jewish Community of Posen, Blätter des Verbandes jüdischer Heimatvereine",Hebrew|German,חוברת|Booklet,print,original,,,,,
IL-MTFN-001-G-F-0250-002-R0001,IL-MTFN-001-G-F-0250-002,Ten years restitution agreement Israel; Federal Republic of Germany,חוברת באנגלית עם הכותרת: Ten years restitution agreement israel; federal republic of germany; בחוברת מאמרים ותמונות בנושא: שיתוף הפעולה הכלכלי/תעשייתי בין ישראל וגרמניה.,Broschüre auf Englisch mit dem Titel: Zehn Jahre Rückerstattungsvereinbarung Israel; Bundesrepublik Deutschland; Die Broschüre enthält Artikel und Bilder zum Thema: Wirtschaftliche/industrielle Zusammenarbeit zwischen Israel und Deutschland.,Brochure in English with the title: Ten years restitution agreement Israel; Federal Republic of Germany; The brochure contains articles and pictures on the topic: Economic/industrial cooperation between Israel and Germany.,English,חוברת|Booklet,print,original,,,,,
IL-MTFN-001-G-F-0250-004-R0009,IL-MTFN-001-G-F-0250-004,"Members and Associates Directory of the Israeli Association of Management Consultants, January 1964","פנקס החברים והעמיתים של האגודה הישראלית של יועצים לניהול, ינואר 1964.","Mitglieder- und Kollegenverzeichnis der Israelischen Gesellschaft für Managementberater, Januar 1964.","Members and Associates Directory of the Israeli Association of Management Consultants, January 1964.",Hebrew,פנקס|Notepad,,original,,1964-01,1964-01,,
IL-MTFN-001-G-F-0252-001-R0005,IL-MTFN-001-G-F-0252-001,Publication for Elran Fund,פירסום בעברית ואנגלית לקרן אלרן בראשותה של מרגוט אלרון.,Veröffentlichung auf Hebräisch und Englisch für den Elran-Fonds unter der Leitung von Margot Elron.,Publication in Hebrew and English for the Elran Fund headed by Margot Elron.,Hebrew|English,לא מזוהה,,original,Margot Elron,,,,
IL-MTFN-001-G-F-0252-001-R0008,IL-MTFN-001-G-F-0252-001,100 Years of Banking: Bank Agnatz Elran History,"2 חוברות זהות: 1881;1981, 100 שנות בנקאות / תולדות בנק אגנץ אלרן קרלסרוהה; תל אביב.","2 identische Broschüren: 1881;1981, 100 Jahre Bankwesen / Geschichte der Bank Agnatz Elran Karlsruhe; Tel Aviv.","2 identical booklets: 1881;1981, 100 years of banking / History of Bank Agnatz Elran Karlsruhe; Tel Aviv.",Hebrew|German,חוברת|Booklet,print,original,,1981,,,
IL-MTFN-001-G-F-0264-001-R0001,IL-MTFN-001-G-F-0264-001,Price Quote by Architect P. Kornberg for House in Talpiot,"העתק עמ' כתוב גרמנית, הדפסה, הצעת מחיר, של הארכיטקט פ. קורנברג לבניית בית בתלפיות;ירושלים. ללא תאריך.","Kopie einer Seite auf Deutsch, maschinengeschrieben, Kostenvoranschlag des Architekten P. Kornberg für den Bau eines Hauses in Talpiot; Jerusalem. Ohne Datum.","Copy of a page written in German, typewritten, a price quote from architect P. Kornberg for building a house in Talpiot; Jerusalem. No date.",German,העתק|Copy,typewriting,copy,פ. קורנברג,,,,
IL-MTFN-001-G-F-0264-001-R0002,IL-MTFN-001-G-F-0264-001,"Building Plans for Kornberg House, Talpiot, Jerusalem","תוכניות מבנים משורטטות בין היתר: בית קורנברג בשכונת תלפיות,ירושלים.","Gebäudepläne, unter anderem: Kornberg-Haus im Stadtteil Talpiot, Jerusalem.","Building plans, among others: Kornberg House in the Talpiot neighborhood, Jerusalem.",Unspecified,תכנית אדריכלית|Floor Plan,drawing,original,,,,,
IL-MTFN-001-G-F-0264-002-R0007,IL-MTFN-001-G-F-0264-002,Building Planning in Ben Shemen,תכנון מבנים בבן שמן.,Gebäudeplanung in Ben Shemen.,Building planning in Ben Shemen.,Unspecified,לא מזוהה,,other,,,,,
