dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0053-003-R0003,IL-MTFN-001-G-F-0053-003,1824 Einbeck Invoice,"1824, Einbeck, חשבון עבור קניית סחורה","1824, Einbeck, Rechnung für den Kauf von Waren","1824, Einbeck, Invoice for the purchase of goods",Other,חשבונית|Invoice,,original,,1824,,,
IL-MTFN-001-G-F-0093-004-R0001,IL-MTFN-001-G-F-0093-004,Copy of Property and Art Objects List,"העתק של רשימת רכוש, חפצי אומנויות וערכיהם של ד""ר כצנשטיין;","Kopie einer Liste von Eigentum, Kunstgegenständen und deren Werten von Dr. Katzenstein;","Copy of a list of property, art objects, and their values of Dr. Katzenstein;",Hebrew,רשימה|List,,copy,Dr. Katzenstein,,,,
IL-MTFN-001-G-F-0140-001-R0008,IL-MTFN-001-G-F-0140-001,Certificate/Share of Blau;Weiss,תעודה/מניה של בלאו;וייס בסכום של 10 לירות מצריימ,Zertifikat/Aktie von Blau;Weiß im Wert von 10 ägyptischen Pfund,Certificate/Share of Blau;Weiss in the amount of 10 Egyptian pounds,Hebrew,תעודה|Certificate,,original,,,,,
IL-MTFN-001-G-F-0140-001-R0010,IL-MTFN-001-G-F-0140-001,"Receipt for Payment to Workshop, 1924",1924 קבלה על תשלום לסדנא של האירגון,1924 Quittung für die Zahlung an den Workshop der Organisation,1924 receipt for payment to the organization's workshop,Hebrew,קבלה|Receipt,,original,,1924,,,
IL-MTFN-001-G-F-0146-001-R0002,IL-MTFN-001-G-F-0146-001,"3 מניות של אריך שוורץ, 1893","3 מניות שהיו ברשותו של אריך שוורץ, הוצאו ב-1893 באמסטרדמ","3 Aktien, die im Besitz von Erich Schwartz waren, wurden 1893 in Amsterdam ausgegeben.","3 shares that were owned by Erich Schwartz, issued in 1893 in Amsterdam.",Other,לא מזוהה,,original,אריך שוורץ,1893,,,
IL-MTFN-001-G-F-0190-004-R0019,IL-MTFN-001-G-F-0190-004,"Income Tax Calculations for Max Alexander, Berlin 1933",שני מסמכים לחישובי מס הכנסה למקס אלכסנדר. ברלין 1933.,Zwei Dokumente zur Berechnung der Einkommensteuer für Max Alexander. Berlin 1933.,Two documents for income tax calculations for Max Alexander. Berlin 1933.,German,מסמך מתורגם|Translated Document,,original,Max Alexander,1933,,,
IL-MTFN-001-G-F-0190-005-R0017,IL-MTFN-001-G-F-0190-005,Correspondences and Receipts from Lloyd Insurance Agency,"התכתבויות, אישורים וקבלות מסוכנות הביטוח לויד Lloyd, שביטחה את העברת הרכוש.","Korrespondenzen, Bestätigungen und Quittungen von der Versicherungsgesellschaft Lloyd, die den Transport des Eigentums versichert hat.","Correspondences, confirmations, and receipts from the insurance agency Lloyd, which insured the transfer of the property.",Hebrew,Letter|Receipt,,original,Lloyd,,,,
IL-MTFN-001-G-F-0190-005-R0020,IL-MTFN-001-G-F-0190-005,"Compensation Documents for Erika Philipp, October 1964","מסמכים מבנק בברלין בנושא פיצויים לאריקה פיליפ ומשפחתה, אוקטובר 1964.","Dokumente von einer Bank in Berlin über Entschädigungen für Erika Philipp und ihre Familie, Oktober 1964.","Documents from a bank in Berlin regarding compensation for Erika Philipp and her family, October 1964.",Hebrew|German,Letter,,original,Erika Philipp,1964-10,,,
IL-MTFN-001-G-F-0202-011-R0004,IL-MTFN-001-G-F-0202-011,Leather Folder with Bank Documents and Checkbooks,מכתביית עור קטנה ובתוכה מסמכי בנק של גדליה + 2 פנקסי צ'קים עם צ'קים שרשומים עבור/לזכות ולי גרזון.,"Kleine Ledermappe mit Bankdokumenten von Gedalia + 2 Scheckhefte mit Schecks, die für/zugunsten von Vali Garzon ausgestellt sind.",Small leather folder containing bank documents of Gedalia + 2 checkbooks with checks made out for/to the benefit of Vali Garzon.,Hebrew,מכתב|Letter|פנקס|Notepad,,original,Gedalia,,,,
IL-MTFN-001-G-F-0219-002-R0011,IL-MTFN-001-G-F-0219-002,Receipts for National and Health Insurance Payments,"קבלות על תשלומי ביטוח לאומי 1918/19 וביטוח בריאות 1933, של וילהלם וסופי בר.",Quittungen für Sozialversicherungszahlungen 1918/19 und Krankenversicherung 1933 von Wilhelm und Sophie Bar.,"Receipts for National Insurance payments 1918/19 and Health Insurance 1933, of Wilhelm and Sophie Bar.",Hebrew,קבלה|Receipt,,original,Wilhelm and Sophie Bar,,,,
IL-MTFN-001-G-F-0279-001-R0003,IL-MTFN-001-G-F-0279-001,Receipts from 1936 of Kedem Building Co. Ltd,"קבלות מ-1936 של חברת הבניה 'קדם' Kedem Building Co. Ltd בין היתר עבור צמנט, ברגים ועוד.","Quittungen von 1936 der Baufirma 'Kedem' Kedem Building Co. Ltd, unter anderem für Zement, Schrauben und mehr.","Receipts from 1936 of the construction company 'Kedem' Kedem Building Co. Ltd, among others for cement, screws, and more.",Hebrew,קבלה|Receipt,print,original,Kedem Building Co. Ltd,1936,,,
IL-MTFN-001-G-F-0279-001-R0004,IL-MTFN-001-G-F-0279-001,Letters and Receipts of Nahariya Small Farms Ltd.,"מכתבים וקבלות של חברת 'נהריה משקים זעירים בע""מ, נהריה', שמשרדה היה בחיפה, מהשנים 1935/36.","Briefe und Quittungen der Firma 'Nahariya Kleine Farmen GmbH, Nahariya', deren Büro sich in Haifa befand, aus den Jahren 1935/36.","Letters and receipts of the company 'Nahariya Small Farms Ltd., Nahariya', whose office was in Haifa, from the years 1935/36.",Hebrew,מכתב|Letter|קבלה|Receipt,,original,"נהריה משקים זעירים בע""מ",1935,,,
IL-MTFN-001-G-F-0279-001-R0005,IL-MTFN-001-G-F-0279-001,"Correspondence and Financial Documents of Dresdner Bank, 1936/37","התכתבות, חשבוניות ודיווחים של 'דרזדנר בנק' Dresdner Bank, גרמניה בנושא העברות כספים לפלשתינה ובתוך גרמניה/אירופה ב-1936/37.","Korrespondenz, Rechnungen und Berichte der 'Dresdner Bank', Deutschland über Geldtransfers nach Palästina und innerhalb Deutschlands/Europas in den Jahren 1936/37.","Correspondence, invoices, and reports of 'Dresdner Bank', Germany on money transfers to Palestine and within Germany/Europe in 1936/37.",German|Hebrew,מכתב|Letter|חשבונית|Invoice|דוח|Report,,original,Dresdner Bank,1936,,,
IL-MTFN-001-G-F-0279-001-R0006,IL-MTFN-001-G-F-0279-001,Financial Correspondence and Documents 1935/36,"1935/36 התכתבות ומסמכים בנושא כספים בין היתר: 'שטר חוב' Schuldschein ל; E.Falk; Textiles, התכתבות עם בנק יעקב יפת Bank Jacob Jephet & Co; קבלות חשבוניות מרכישות שונות לבית ולעסק; בגרמניה ובפלשתינה; משנות ה-20 וה;30 למאה ה;20.","1935/36 Korrespondenz und Dokumente zum Thema Finanzen, unter anderem: 'Schuldschein' für E.Falk; Textilien, Korrespondenz mit der Bank Jacob Jephet & Co; Quittungen und Rechnungen von verschiedenen Einkäufen für Haus und Geschäft; in Deutschland und Palästina; aus den 1920er und 1930er Jahren.","1935/36 Correspondence and documents on financial matters, including: 'Promissory Note' for E.Falk; Textiles, correspondence with Bank Jacob Jephet & Co; receipts and invoices from various purchases for home and business; in Germany and Palestine; from the 1920s and 1930s.",German|Hebrew,מכתב|Letter|קבלה|Receipt|חשבונית|Invoice,,original,E.Falk,1935,,,
IL-MTFN-001-G-F-0294-001-R0003,IL-MTFN-001-G-F-0294-001,"Tax Lists of Jewish Community in Brandenburg, 1922",צילום של רשימות לצורכי תשלום מיסים של יהודי קהילת ברנדנבורג על נהר ההבל Havel; משנת 1922; משפחת מאיירהיים מופיעה ברשימות.,Foto von Listen für Steuerzwecke der jüdischen Gemeinde Brandenburg an der Havel; aus dem Jahr 1922; die Familie Meyerheim erscheint in den Listen.,Photograph of lists for tax purposes of the Jewish community of Brandenburg on the Havel River; from the year 1922; the Meyerheim family appears in the lists.,Hebrew|German,רשימה|List,photography,copy,Meyerheim Family,1922,,,
IL-MTFN-001-G-F-0298-001-R0001,IL-MTFN-001-G-F-0298-001,Receipt for Donation to 'Atlantic',מסמך/קבלה בגרמנית על סך 10 לירות אנגליות שנמסר ליהודי שמואל פייר עבור התרומה שנתן על 'אטלנטיק' לרכישת מזון.,"Dokument/Quittung auf Deutsch über 10 britische Pfund, die an den Juden Samuel Peier für die Spende, die er für 'Atlantic' zur Beschaffung von Lebensmitteln gegeben hat, übergeben wurden.",Document/Receipt in German for 10 British pounds given to the Jew Samuel Peier for the donation he made to 'Atlantic' for the purchase of food.,German,קבלה|Receipt,,original,שמואל פייר,,,,
IL-MTFN-001-G-F-0341-005-R0003,IL-MTFN-001-G-F-0341-005,Bezalel Membership Fee Receipts,מספר קבלות מבצלאל על תשלום דמי חבר.,Mehrere Quittungen von Bezalel für die Zahlung von Mitgliedsbeiträgen.,Several receipts from Bezalel for the payment of membership fees.,Hebrew,קבלה|Receipt,,original,,,,,
IL-MTFN-001-G-F-0341-007-R0017,IL-MTFN-001-G-F-0341-007,"Payslip for Dr. Feige, 1944","תלוש משכורת לד""ר פייגה, שעובד במחלקה לתעופה אזרחית בירושלים. אנגלית 1944.","Gehaltsabrechnung für Dr. Feige, der in der Abteilung für Zivilluftfahrt in Jerusalem arbeitet. Englisch 1944.","Payslip for Dr. Feige, who works in the Department of Civil Aviation in Jerusalem. English 1944.",English,תלוש|Voucher,print,original,Dr. Feige,1944,,,
IL-MTFN-001-G-F-0341-012-R0005,IL-MTFN-001-G-F-0341-012,Subsidy for Görlitz Airport 1927,5. Die Subvention für den Lufthafen Görlitz 1927,5. Die Subvention für den Flughafen Görlitz 1927,5. The subsidy for the Görlitz Airport 1927,German,לא מזוהה,,original,,1927,,,
IL-MTFN-001-G-F-0350-001-R0005,IL-MTFN-001-G-F-0350-001,Jewish Colonial Trust Share Certificate,"מניה שנקנתה בסכום 1 לירה שטרלינג של הבנק היהודי הקולוניאלי Jewish Colonial Trust, רכושו של סלומון לינץ (אביה של מרתה), קלן משנת 1900. על המניה יש טקסט כתוב עברית תחת הכותרת: אוצר התישבות היהודים.","Eine Aktie, die für 1 Pfund Sterling der Jüdischen Kolonialbank Jewish Colonial Trust gekauft wurde, Eigentum von Salomon Lynch (Vater von Martha), Köln aus dem Jahr 1900. Auf der Aktie ist ein Text auf Hebräisch unter der Überschrift: Schatz der jüdischen Besiedlung geschrieben.","A share purchased for 1 pound sterling of the Jewish Colonial Bank Jewish Colonial Trust, property of Salomon Lynch (father of Martha), Cologne from the year 1900. On the share, there is text written in Hebrew under the title: Treasury of Jewish Settlement.",Hebrew|German,תעודה|Certificate,print,original,Salomon Lynch,1900,,,
IL-MTFN-001-G-F-0353-049-R0011,IL-MTFN-001-G-F-0353-049,Book List with Prices,"עמוד אחד עם רשימה של ספרים עם המחיר של כל ספר בלירה;פלשתינית. בראש הרשימה רשום בעפרון השם ורהפטיג Wahrhaftig. גרמנית, הדפסה, אין תאריך.","Eine Seite mit einer Liste von Büchern mit dem Preis jedes Buches in palästinensischen Pfund. Oben auf der Liste ist der Name Wahrhaftig mit Bleistift geschrieben. Deutsch, Druck, kein Datum.","One page with a list of books with the price of each book in Palestinian pounds. At the top of the list, the name Wahrhaftig is written in pencil. German, typewritten, no date.",German,רשימה|List,typewriting,original,Wahrhaftig,,,,1
IL-MTFN-001-G-F-0353-051-R0001,IL-MTFN-001-G-F-0353-051,Financial Records of Talmud Torah Schools in Vilna,"דף גדול מאד עם הכותרת: "" הועד המאוחד של התת""ים (תלמוד תורה) הצבוריים בוילנה"". על דף זה נרשמו ההוצאות וההכנסות של כל בתי הספר של רשת ""תלמוד תורה"".","Sehr großes Blatt mit der Überschrift: ""Der vereinigte Ausschuss der öffentlichen Talmud-Tora-Schulen in Wilna"". Auf diesem Blatt sind die Ausgaben und Einnahmen aller Schulen des Talmud-Tora-Netzwerks verzeichnet.","Very large sheet with the title: ""The United Committee of the Public Talmud Torah Schools in Vilna"". On this sheet, the expenses and income of all the schools of the Talmud Torah network are recorded.",Hebrew,רשימה|List,,original,,,,,
IL-MTFN-001-G-F-0371-004-R0006,IL-MTFN-001-G-F-0371-004,Rental Contract Receipt in Jerusalem,"ירושלים, קבלה שפרטיה מולאו בערבית, מדובר בחוזה שכירות בין לני הרשקוביץ ומאייר קרוס (?).","Jerusalem, eine Quittung, deren Details auf Arabisch ausgefüllt sind, es handelt sich um einen Mietvertrag zwischen Leni Hershkowitz und Meir Kros (?).","Jerusalem, a receipt with details filled in Arabic, it is a rental contract between Leni Hershkowitz and Meir Kros (?).",Other,קבלה|Receipt|הסכם|Agreement,,original,,,,,
IL-MTFN-001-G-F-0380-002-R0010,IL-MTFN-001-G-F-0380-002,Emergency Money Notes from Germany (1920-1922),שטרות כסף חרום מגרמניה משנות 1920/21/22 Notgeld.,Notgeld aus Deutschland aus den Jahren 1920/21/22.,Emergency money notes from Germany from the years 1920/21/22.,German,לא מזוהה,print,original,,1920,,,
IL-MTFN-001-G-F-0380-002-R0014,IL-MTFN-001-G-F-0380-002,"Receipt for 5 Mark Payment, St. Jacobi Church, 1898","קבלה על תשלום 5 מרק. על החתום שמש כניסיית סנט יעקובי, 1898.","Quittung über die Zahlung von 5 Mark. Unterzeichnet von der Sonne der St. Jacobi Kirche, 1898.","Receipt for payment of 5 Mark. Signed by the sun of St. Jacobi Church, 1898.",Hebrew|German,קבלה|Receipt,,original,,1898,,,
IL-MTFN-001-G-F-0390-017-R0004,IL-MTFN-001-G-F-0390-017,פנקס קופת מלווה של הדויג גרוסמן & רודי להמן,"פנקס קופת מלווה של הדויג גרוסמן & רודי להמן, 1934; 1936.","Sparbuch von Hedwig Grossman & Rudi Lehmann, 1934; 1936.","Savings book of Hedwig Grossman & Rudi Lehmann, 1934; 1936.",Hebrew,פנקס|Notepad,,original,הדויג גרוסמן|רודי להמן,1934,1936,,
IL-MTFN-001-G-F-0390-019-R0001,IL-MTFN-001-G-F-0390-019,Factory Expenses and Income Notes - Yagur,רשימות על הוצאות והכנסות המפעל ביגור.,Notizen über Ausgaben und Einnahmen der Fabrik in Yagur.,Notes on the expenses and income of the factory in Yagur.,Hebrew,רשימה|List,,original,,,,,
IL-MTFN-001-G-F-0390-019-R0007,IL-MTFN-001-G-F-0390-019,Invoices for Equipment Transfer Payment,חשבונות לתשלום עבור העברת ציוד למפעל מחברות שונות.,Rechnungen zur Zahlung für den Transport von Ausrüstung zu einer Fabrik von verschiedenen Unternehmen.,Invoices for payment for the transfer of equipment to a factory from various companies.,Hebrew,Receipt,,original,,,,,
IL-MTFN-001-G-F-0390-022-R0001,IL-MTFN-001-G-F-0390-022,Electricity Payment Receipt,קבלה על תשלום חשמל,Quittung für Stromzahlung,Receipt for electricity payment,Hebrew,קבלה|Receipt,print,original,,,,,
IL-MTFN-001-G-F-0390-022-R0018,IL-MTFN-001-G-F-0390-022,קבלה על תרומה למבצע ההתרמה של קרן קיימת,קבלה על תרומה של הדויג למבצע ההתרמה 'גאלה תתנו לארץ' של קרן קיימת,Quittung für eine Spende von Hedwig an die Spendenaktion 'Gala Gebt dem Land' des Jüdischen Nationalfonds,Receipt for a donation by Hedwig to the fundraising campaign 'Gala Give to the Land' of the Jewish National Fund,Hebrew,קבלה|Receipt,,original,הדויג,,,,
IL-MTFN-001-G-F-0390-022-R0023,IL-MTFN-001-G-F-0390-022,Receipt for Donation to World Zionist Organization,"קבלה לרודי להמן על תרומת שקל להסתדרות הציונית העולמית, 1949","Quittung für Rudi Lehmann für eine Spende von einem Schekel an die Weltzionistische Organisation, 1949","Receipt for Rudi Lehmann for a donation of one shekel to the World Zionist Organization, 1949",Hebrew,קבלה|Receipt,print,original,Rudi Lehmann,1949,,,
IL-MTFN-001-G-F-0395-001-R0001,IL-MTFN-001-G-F-0395-001,Share Certificate No. 006 of the Loan Fund of German Immigrants,תעודת מניה מס. 006 של קופת מלוה של עולי גרמניה. המניה הונפקה על שמו ב-1935.,Aktienzertifikat Nr. 006 der Kreditgenossenschaft der deutschen Einwanderer. Die Aktie wurde 1935 auf seinen Namen ausgestellt.,Share certificate No. 006 of the Loan Fund of German Immigrants. The share was issued in his name in 1935.,Hebrew,תעודה|Certificate,print,original,,1935,,,
IL-MTFN-001-G-F-0422-001-R0009,IL-MTFN-001-G-F-0422-001,"Tax Demand for Jewish Community in Berlichingen, 1935","דרישה לתשלום מיסים לקהילה היהודית בברליכינגן, 1935.","Forderung zur Zahlung von Steuern an die jüdische Gemeinde in Berlichingen, 1935.","Demand for payment of taxes to the Jewish community in Berlichingen, 1935.",Hebrew,Receipt,,original,,1935,,,
IL-MTFN-001-G-F-0433-001-R0004,IL-MTFN-001-G-F-0433-001,Salary Booklet for Isidor Pappenheimer,פנקס שכר לחייל איזידור פפנהיימר.,Lohnbuch für Soldat Isidor Pappenheimer.,Salary booklet for soldier Isidor Pappenheimer.,Hebrew,פנקס|Notepad,,original,Isidor Pappenheimer,,,,
IL-MTFN-001-G-F-0456-001-R0009,IL-MTFN-001-G-F-0456-001,Document for Herbert Haas from Agrobank,"מסמך עבור הרברט האס(?) מאגרובנק; בנק לחקלאות ולבנין לארץ ישראל בע""מ.",Dokument für Herbert Haas(?) von der Agrobank; Bank für Landwirtschaft und Bau für das Land Israel GmbH.,Document for Herbert Haas(?) from Agrobank; Bank for Agriculture and Building for the Land of Israel Ltd.,Hebrew,Letter,,original,Herbert Haas,,,,
IL-MTFN-001-G-F-0470-006-R0002,IL-MTFN-001-G-F-0470-006,"Promissory Note for Löb Goldschmidt, 1862","צילום, שטר חוב רשום ע""ש לייב Löb גולדשמידט משנת 1862.","Fotografie, Schuldschein im Namen von Leib Löb Goldschmidt aus dem Jahr 1862.","Photograph, promissory note registered in the name of Leib Löb Goldschmidt from the year 1862.",German,שטר חוב|Promissory Note,photography,copy,Löb Goldschmidt,1862,,,
IL-MTFN-001-G-F-0470-006-R0003,IL-MTFN-001-G-F-0470-006,"Tax Payment Demand to Betty Goldschmidt, 1873","דרישה לתשלום מיסים, שנשלחת אל בטי גולדשמידט ב-21.3.1873, פרנקפורט על המיין.","Forderung zur Steuerzahlung, die am 21.3.1873 an Betty Goldschmidt in Frankfurt am Main gesendet wurde.","Demand for tax payment, sent to Betty Goldschmidt on 21.3.1873, Frankfurt am Main.",German,מכתב|Letter,typewriting,original,Betty Goldschmidt,1873-03-21,,,
IL-MTFN-001-G-F-0478-005-R0002,IL-MTFN-001-G-F-0478-005,Otto Mayer Family Property Records,"רישומי נכסים של משפחת אוטו מאייר, עבורם הוא דורש פיצויים ואשר נרשמו ב""ועדת התביעות"". נהריה, אנגלית, ללא תאריך.","Vermögensaufzeichnungen der Familie Otto Mayer, für die er Entschädigungen fordert und die im 'Claims Committee' registriert sind. Nahariya, Englisch, ohne Datum.","Property records of the Otto Mayer family, for which he demands compensation and which are registered in the 'Claims Committee'. Nahariya, English, no date.",English,רשימות|Personal Notes,,original,Otto Mayer,,,,
IL-MTFN-001-G-F-0478-005-R0007,IL-MTFN-001-G-F-0478-005,Insurance Policies and Documents of Otto Meier,"1936;1945 פוליסות ומסמכי ביטוח, חברת ""מגדל"", של אוטו מאייר.","1936;1945 Versicherungen und Versicherungsdokumente, Firma ""Migdal"", von Otto Meier.","1936;1945 Insurance policies and documents, ""Migdal"" company, of Otto Meier.",Hebrew,לא מזוהה,,original,Otto Meier,1936,1945,,
IL-MTFN-001-G-F-0478-013-R0001,IL-MTFN-001-G-F-0478-013,Insurance Documents for Brita Nehmer's Property,"1949 / 1950 מסמכי ביטוח לרכושה של בריטה נהמר, שהועבר מאנגליה לישראל.","1949 / 1950 Versicherungsdokumente für das Eigentum von Brita Nehmer, das von England nach Israel überführt wurde.","1949 / 1950 Insurance documents for the property of Brita Nehmer, which was transferred from England to Israel.",Hebrew,מסמך מתורגם|Translated Document,,original,Brita Nehmer,1949,1950,,
IL-MTFN-001-G-F-0478-017-R0007,IL-MTFN-001-G-F-0478-017,"Invoices for Wolfgang Meyer, 1921/1922",1921/1922 חשבוניות שונות על שמו של וולפגנג מאייר;מיכאל.,Verschiedene Rechnungen auf den Namen Wolfgang Meyer; Michael aus den Jahren 1921/1922.,Various invoices in the name of Wolfgang Meyer; Michael from 1921/1922.,Hebrew,חשבונית|Invoice,,original,Wolfgang Meyer,1921,,,
