dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0166-001-R0019,IL-MTFN-001-G-F-0166-001,A.H. Gomer Gomer,"א.ח. גומר Gomer, ללא תאריך.","A.H. Gomer Gomer, ohne Datum.","A.H. Gomer Gomer, no date.",Unspecified,לא מזוהה,,original,,,,,
IL-MTFN-001-G-F-0202-007-R0002,IL-MTFN-001-G-F-0202-007,Pain and Fear in 1917,כאב ופחד ב-1917.,Schmerz und Angst im Jahr 1917.,Pain and fear in 1917.,Unspecified,Unrecognized,,other,,1917,,,
IL-MTFN-001-G-F-0271-001-R0005,IL-MTFN-001-G-F-0271-001,Planting in the dunes,מס 5b. נטיעה בדיונות,Pflanzung in den Dünen,Planting in the dunes,Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0007,IL-MTFN-001-G-F-0271-001,"Eucalyptus Trees, 4 Years Old","מס 7. עצי אקליפטוס שנטעו, בני 4 שנה","Nr. 7. Eukalyptusbäume, die gepflanzt wurden, 4 Jahre alt","No. 7. Eucalyptus trees planted, 4 years old",Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0010,IL-MTFN-001-G-F-0271-001,Root Ets Oren,מס 10. שורש אץ אורן,Nummer 10. Wurzel Ets Oren,Number 10. Root Ets Oren,Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0017,IL-MTFN-001-G-F-0271-001,Givat Jaffa,מס 22. גבעת יפו,Nr. 22. Hügel von Jaffa,No. 22. Hill of Jaffa,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0018,IL-MTFN-001-G-F-0271-001,Courtyard of Degania,מס 25. חצר חות דגניה,Nr. 25. Hof von Degania,No. 25. Courtyard of Degania,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0020,IL-MTFN-001-G-F-0271-001,Jaffa and the Bay,מס 29. יפו והמפרץ,Nr. 29. Jaffa und die Bucht,No. 29. Jaffa and the Bay,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0033,IL-MTFN-001-G-F-0271-001,Nazareth,נצרת,Nazareth,Nazareth,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0276-003-R0010,IL-MTFN-001-G-F-0276-003,Lion Feuchtwanger and Dr. Manuel Wiznitzer,Lion Feuchtwanger 1884;1958 / Dr. Manuel Wiznitzer,Lion Feuchtwanger 1884;1958 / Dr. Manuel Wiznitzer,Lion Feuchtwanger 1884;1958 / Dr. Manuel Wiznitzer,Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0276-003-R0011,IL-MTFN-001-G-F-0276-003,Eugenics as a World Problem,Eugenik als Weltproblem,Eugenik als Weltproblem,Eugenics as a World Problem,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0341-012-R0001,IL-MTFN-001-G-F-0341-012,Schnee 1923,1. Schnee 1923,Schnee 1923,Snow 1923,Unspecified,Unrecognized,,original,,1923,,,
IL-MTFN-001-G-F-0341-012-R0010,IL-MTFN-001-G-F-0341-012,Funkstunde,10. Funkstunde,10. Funkstunde,10. Radio Hour,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0353-014-R0015,IL-MTFN-001-G-F-0353-014,Document in File G.F.0353 / 15,המסמך נמצא בתיק G.F.0353 / 15 (מאוחסן במחסן האמנות; ראה תצלום בתיק זהה בארכיון כאן). (קטלוג באה דף 4),Das Dokument befindet sich in der Akte G.F.0353 / 15 (im Kunstlager aufbewahrt; siehe Foto in derselben Akte im Archiv hier). (Katalog siehe Seite 4),The document is located in file G.F.0353 / 15 (stored in the art warehouse; see photo in the same file in the archive here). (Catalog see page 4),Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0353-018-R0005,IL-MTFN-001-G-F-0353-018,Missing Document,המסמך חסר,Das Dokument fehlt,The document is missing,Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0390-002-R0013,IL-MTFN-001-G-F-0390-002,Unidentified Document in Catalog 9R13,בקטלוג 9R13 : (לא זוהה בין המסמכים);,Im Katalog 9R13: (nicht zwischen den Dokumenten erkannt);,In catalog 9R13: (not identified among the documents);,Unspecified,לא מזוהה,,other,,,,,
