dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0017-002-R0004,IL-MTFN-001-G-F-0017-002,Postcards to Simon and Tekla Kallenbach,גלויות אל סימון Simon וטקלה קלנבך משנות ה-20; ה-30; ה-50; ה-60; ה-70; ה-80 למאה ה-20.,"Postkarten an Simon und Tekla Kallenbach aus den 20er, 30er, 50er, 60er, 70er, 80er Jahren des 20. Jahrhunderts.","Postcards to Simon and Tekla Kallenbach from the 1920s, 1930s, 1950s, 1960s, 1970s, 1980s of the 20th century.",Unspecified,גלויה|Postcard,,other,Simon|Tekla Kallenbach,,,,
IL-MTFN-001-G-F-0018-001-R0002,IL-MTFN-001-G-F-0018-001,"Photo of booklet ""L'zachor Ne'etzarim""","בתיק גם: צילום של חוברת ""לזכור נעצרים""","In der Akte auch: Foto des Heftes ""L'zachor Ne'etzarim""","In the file also: Photo of the booklet ""L'zachor Ne'etzarim""",Hebrew,חוברת|Booklet|תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0022-003-R0006,IL-MTFN-001-G-F-0022-003,Advertising Booklets for Nahariya,חוברות פרסום לנהריה.,Werbebroschüren für Nahariya.,Advertising booklets for Nahariya.,Hebrew,חוברת|Booklet,print,original,,,,,
IL-MTFN-001-G-F-0022-003-R0008,IL-MTFN-001-G-F-0022-003,Event and Celebration Pages in Nahariya,"דפים לאירועים וחגיגות בנהריה, בעברית וגרמנית.","Seiten für Veranstaltungen und Feiern in Nahariya, auf Hebräisch und Deutsch.","Pages for events and celebrations in Nahariya, in Hebrew and German.",Hebrew|German,לא מזוהה,,original,,,,,
IL-MTFN-001-G-F-0022-004-R0002,IL-MTFN-001-G-F-0022-004,Newspaper Clippings from 1936-1943,קטעי עיתונות בעברית וגרמנית מהשנים 1936-1943.,Zeitungsausschnitte auf Hebräisch und Deutsch aus den Jahren 1936-1943.,Newspaper clippings in Hebrew and German from the years 1936-1943.,Hebrew|German,גזיר עיתון|News Clipping,print,other,,,,,
IL-MTFN-001-G-F-0022-008-R0004,IL-MTFN-001-G-F-0022-008,ברכה לחתונת הזהב לאלישבע וייל,"ברכה לחתונת הזהב לאלישבע וייל מאת ""חוג הסריגה"" Das Strick Kränzchen. לברכה מודבקים 16 תמונות דיוקן של החברות לחוג עם שמותיהן; באמצע תמונתה של אלישבע וייל.","Glückwünsche zur Goldenen Hochzeit an Elisheva Weil von ""Das Strick Kränzchen"". An der Glückwunschkarte sind 16 Porträtfotos der Mitglieder des Kreises mit ihren Namen angebracht; in der Mitte das Foto von Elisheva Weil.","Congratulations on the Golden Wedding Anniversary to Elisheva Weil from ""The Knitting Circle"". Attached to the card are 16 portrait photos of the circle's members with their names; in the middle is the photo of Elisheva Weil.",Hebrew|German,כרטיס ברכה|Greeting Card,other,original,אלישבע וייל,,,,
IL-MTFN-001-G-F-0022-005-R0012,IL-MTFN-001-G-F-0022-005,Binder with Postcards of the Battle of Wörth,"אוגדן עם גלויות לזכר הקרב בוורט על הסאר Der Schlacht von Wörth a. S, שיה באוגוסט 1870 בין הגרמנים לצרפתים.","Ein Ordner mit Postkarten zur Erinnerung an die Schlacht bei Wörth am Saar, die im August 1870 zwischen den Deutschen und den Franzosen stattfand.","A binder with postcards in memory of the Battle of Wörth on the Saar, which took place in August 1870 between the Germans and the French.",German|Hebrew,גלויה|Postcard|אוגד|Binder,,original,,,,,
IL-MTFN-001-G-F-0022-008-R0005,IL-MTFN-001-G-F-0022-008,Advertisement for M. Frank Winery,"צילום, פרסומת ליקב של מ. פרנק M. Frank בברייטנהיים Breitenheim.","Fotografie, Werbung für das Weingut von M. Frank in Breitenheim.","Photograph, advertisement for the winery of M. Frank in Breitenheim.",Unspecified,תצלום|Photograph,photography,copy,M. Frank,,,,
IL-MTFN-001-G-F-0022-008-R0010,IL-MTFN-001-G-F-0022-008,Grave Deed and Death Notice for Ernst Weil,"צילום, שטר אחוזת קבר לד""ר ארנסט ואלישבע וייל + צילום מודעת אבל על מותו של ארנסט וייל.","Fotografie, Graburkunde für Dr. Ernst und Elisheva Weil + Fotografie einer Todesanzeige für den Tod von Ernst Weil.","Photograph, grave deed for Dr. Ernst and Elisheva Weil + photograph of a death notice for the death of Ernst Weil.",Hebrew,תעודה|Certificate|מודעת אבל|Death Notice,photography,copy,Ernst Weil,,,,
IL-MTFN-001-G-F-0022-012-R0001,IL-MTFN-001-G-F-0022-012,Round Basket with Embroidered Slogan,"בשנת 2005 הפקידה מרים שטיינהרדט במוזיאון סלסילה עגולה מצופה בבד עליו רקומה הסיסמה: ""תאכלו שבעה ימים מצות"".","Im Jahr 2005 hinterlegte Miriam Steinhardt im Museum einen runden Korb, der mit Stoff überzogen ist, auf dem der Slogan gestickt ist: ""Esst sieben Tage lang Matzen"".","In 2005, Miriam Steinhardt deposited in the museum a round basket covered with fabric on which the slogan is embroidered: ""Eat matzos for seven days"".",Hebrew,לא מזוהה,other,original,Miriam Steinhardt,,,,
IL-MTFN-001-G-F-0022-012-R0004,IL-MTFN-001-G-F-0022-012,"Page from Saarbrücker Volkszeitung, 1914",דף מעיתון גרמני Saarbrücker Volkszeitung משנת 1914.,Seite aus der deutschen Zeitung Saarbrücker Volkszeitung aus dem Jahr 1914.,Page from the German newspaper Saarbrücker Volkszeitung from the year 1914.,German,גזיר עיתון|News Clipping,print,original,,1914,1914,,
IL-MTFN-001-G-F-0022-012-R0006,IL-MTFN-001-G-F-0022-012,Engagement Announcement of Ernst Weil and Lisbeth Frank,2 דפים מעיתון גרמני Deffentlicher Anzeiger für de Kreis Kreuznach משנת 1922. מופיעה מודעה על אירוסי ארנסט וייל עם ליזבט פרנק.,2 Seiten aus der deutschen Zeitung Deffentlicher Anzeiger für de Kreis Kreuznach aus dem Jahr 1922. Eine Anzeige über die Verlobung von Ernst Weil mit Lisbeth Frank erscheint.,2 pages from the German newspaper Deffentlicher Anzeiger für de Kreis Kreuznach from the year 1922. An announcement of the engagement of Ernst Weil with Lisbeth Frank appears.,German,גזיר עיתון|News Clipping,print,original,,1922,1922,,2
IL-MTFN-001-G-F-0022-012-R0007,IL-MTFN-001-G-F-0022-012,"Page from Der Bauer, 1926",דף מעיתון גרמני Der Bauer משנת 1926.,Seite aus der deutschen Zeitung Der Bauer aus dem Jahr 1926.,Page from the German newspaper Der Bauer from the year 1926.,German,גזיר עיתון|News Clipping,print,original,,1926,1926,,
IL-MTFN-001-G-F-0022-012-R0009,IL-MTFN-001-G-F-0022-012,Textile Armband with German Inscription from 1917,מנז'ט מטקסטיל לזרוע עם כתובת בגרמנית: U;Boot Spende Opfer Tag 1917 תרגום: תרומה לצוללת יום הקורבן/הקרבה (?) 1917.,Textilarmband mit deutscher Aufschrift: U;Boot Spende Opfer Tag 1917 Übersetzung: Spende für U-Boot Opfertag 1917.,Textile armband with German inscription: U;Boot Spende Opfer Tag 1917 Translation: Submarine Donation Sacrifice Day 1917.,German,לא מזוהה,other,original,,1917,,,
IL-MTFN-001-G-F-0022-012-R0010,IL-MTFN-001-G-F-0022-012,Handmade Textile Items,"פרטי טקסטיל, עבודות יד בין היתר: לימוד רקמת צלבים, כובע לתינוק, סינר מפואר, בגד לתינוק, שקית לפאת נשים, ציפיות לכר, מטפחת אף.","Textilien, Handarbeiten unter anderem: Kreuzstichlernen, Babymütze, prächtige Schürze, Babybekleidung, Tasche für Frauenperücke, Kissenbezüge, Taschentuch.","Textile items, handmade works including: learning cross-stitching, baby hat, fancy apron, baby garment, bag for women's wig, pillowcases, handkerchief.",Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0022-012-R0011,IL-MTFN-001-G-F-0022-012,Winged Words from a 1913 Calendar,אמרות כנף מלוח שנה משנת 1913.,Geflügelte Worte aus einem Kalender von 1913.,Winged words from a calendar from 1913.,Hebrew,Calendar,print,original,,1913,1913,,
IL-MTFN-001-G-F-0034-001-R0004,IL-MTFN-001-G-F-0034-001,Publications and Photographs on Union in Germany,פרסומים וצילומי פרסומים בהקשר עם נושא הסתדרות בגרמניה בה פעל ז. אופהייזר רבות,"Veröffentlichungen und Fotografien von Veröffentlichungen im Zusammenhang mit dem Thema Gewerkschaft in Deutschland, in der Z. Ophäuser viel tätig war.","Publications and photographs of publications related to the topic of the union in Germany, where Z. Ophäuser was very active.",German,לא מזוהה,,other,Z. Ophäuser,,,,
IL-MTFN-001-G-F-0047-001-R0001,IL-MTFN-001-G-F-0047-001,Newspaper Clipping on Shmaryahu Levin Memorial,"קטע מעיתון עברי ""הבקר"", 1941, על אזכרה לשמריה לוין, 6 שנים לפטירתו.","Ein Ausschnitt aus der hebräischen Zeitung ""HaBoker"", 1941, über eine Gedenkfeier für Shmaryahu Levin, 6 Jahre nach seinem Tod.","A section from the Hebrew newspaper ""HaBoker"", 1941, about a memorial for Shmaryahu Levin, 6 years after his passing.",Hebrew,גזיר עיתון|News Clipping,print,original,Shmaryahu Levin,,1941,,
IL-MTFN-001-G-F-0047-003-R0006,IL-MTFN-001-G-F-0047-003,Invitation to Memorial Day for Dr. Chaim Weizmann 1958,"הזמנה של ""הנהלת יד חיים ויצמן"" לעצרת ביום הזכרון לד""ר חיים ויצמן ז""ל שנת 1958.","Einladung der ""Verwaltung von Yad Chaim Weizmann"" zur Versammlung am Gedenktag für Dr. Chaim Weizmann seligen Andenkens im Jahr 1958.","Invitation from the ""Management of Yad Chaim Weizmann"" to the assembly on the memorial day for Dr. Chaim Weizmann of blessed memory in 1958.",Hebrew,הזמנה|Invitation,,original,,1958,,,
IL-MTFN-001-G-F-0047-003-R0007,IL-MTFN-001-G-F-0047-003,The Weizmann Archives Brochures,"2 ברושורים זהים באנגלית The Weizmann Archives, הארכיונים של וייצמן עם רשימות המסמכים שבארכיון ביד חיים ויצמן בספריית מכון ויצמן ברחובות. ללא תאריך.","2 identische Broschüren auf Englisch The Weizmann Archives, die Weizmann-Archive mit Listen der Dokumente im Archiv bei Chaim Weizmann in der Bibliothek des Weizmann-Instituts in Rechovot. Ohne Datum.","2 identical brochures in English The Weizmann Archives, the Weizmann Archives with lists of documents in the archive at Chaim Weizmann in the library of the Weizmann Institute in Rehovot. No date.",English,ברושור|Brochure,print,original,,,,,
IL-MTFN-001-G-F-0047-012-R0006,IL-MTFN-001-G-F-0047-012,Envelope with photographs sent to the Landsberg couple,מעטפה עם תצלומי המעטפות שנשלחו אל הזוג לנדסברג.,"Umschlag mit Fotografien der Umschläge, die an das Ehepaar Landsberg gesendet wurden.",Envelope with photographs of the envelopes sent to the Landsberg couple.,Unspecified,מעטפה|Envelope|תצלום|Photograph,photography,other,לנדסברג,,,,
IL-MTFN-001-G-F-0047-024-R0014,IL-MTFN-001-G-F-0047-024,Engagement Announcement of Leoni Frank and Alfred Landsberg,"קטע מהעיתון Frankfurter Zeitung בו מופיעה ההודעה על אירוסי לאוני פרנק ואלפרד לנדסברג, אפריל 1921.","Ein Ausschnitt aus der Zeitung Frankfurter Zeitung, in dem die Verlobung von Leoni Frank und Alfred Landsberg angekündigt wird, April 1921.","A newspaper clipping from the Frankfurter Zeitung announcing the engagement of Leoni Frank and Alfred Landsberg, April 1921.",German,גזיר עיתון|News Clipping,print,original,,,1921-04,,
IL-MTFN-001-G-F-0047-025-R0002,IL-MTFN-001-G-F-0047-025,Newspaper Clippings on Dr. Alfred Landsberg's Death,"קטעי עיתונות עם מודעות אבל והספשים למותו של ד""ר אלפרד לנדסברג ב-1964. עברית וגרמנית.",Zeitungsausschnitte mit Todesanzeigen und Nachrufen auf den Tod von Dr. Alfred Landsberg im Jahr 1964. Hebräisch und Deutsch.,Newspaper clippings with death notices and obituaries for the death of Dr. Alfred Landsberg in 1964. Hebrew and German.,Hebrew|German,גזיר עיתון|News Clipping|מודעת אבל|Death Notice,print,original,Dr. Alfred Landsberg,1964,1964,,
IL-MTFN-001-G-F-0047-037-R0008,IL-MTFN-001-G-F-0047-037,Invitation to Memorial Party for Dr. Shemaryahu Levin,"24.9.1938 הזמנה למסיבת רעים לזכרו של ד""ר שמריהו לוין, שייערך בביתו בניקופוריה (טלביה) המערבית.","Einladung zu einer Freundesparty zum Gedenken an Dr. Shemaryahu Levin, die in seinem Haus in Nikoforia (West-Talbieh) stattfinden wird.","Invitation to a friends' party in memory of Dr. Shemaryahu Levin, to be held at his home in Nikoforia (Western Talbieh).",Hebrew,הזמנה|Invitation,,original,Dr. Shemaryahu Levin,1938-09-24,,,
IL-MTFN-001-G-F-0047-043-R0004,IL-MTFN-001-G-F-0047-043,"Advertisement for Meals on Wheels, Tel Aviv, 1968","מודעה על ""שרות אוכל על גלגלים"" לנזקקים Mahlzeiten auf Rädern, האחראית לשרות לאוני פרנק, תל אביב, 1968.","Anzeige über ""Essen auf Rädern"" für Bedürftige Mahlzeiten auf Rädern, verantwortlich für den Dienst ist Leoni Frank, Tel Aviv, 1968.","Advertisement for ""Meals on Wheels"" for the needy Mahlzeiten auf Rädern, responsible for the service is Leoni Frank, Tel Aviv, 1968.",Hebrew|German,מודעה|Advertisement,print,original,Leoni Frank,1968,1968,,
IL-MTFN-001-G-F-0047-043-R0009,IL-MTFN-001-G-F-0047-043,Collection of Newspapers from 1933 to 1955,"עיתונים: Der Stürmer, מרץ 1933; Neue Zürcher Zeitung, שנת 1937; הד העיתונות Echo, שנת 1943; Jerusalem Post, שנת 1944; עמודים; שבועון של עליה חדשה, 1945; MB Mitteilungsblatt, שנים 1946; 1951; הארץ, שנים: 1945; 1948; 1949; 1950; דבר, 1948; 1949 : 1950; הבוקר, 1943; 1945; מעריב, 1950; Frankfurter Algemeine, משנת 1955.","Zeitungen: Der Stürmer, März 1933; Neue Zürcher Zeitung, Jahr 1937; Echo der Presse, Jahr 1943; Jerusalem Post, Jahr 1944; Seiten; Wochenblatt der neuen Einwanderung, 1945; MB Mitteilungsblatt, Jahre 1946; 1951; Haaretz, Jahre: 1945; 1948; 1949; 1950; Davar, 1948; 1949; 1950; HaBoker, 1943; 1945; Maariv, 1950; Frankfurter Allgemeine, Jahr 1955.","Newspapers: Der Stürmer, March 1933; Neue Zürcher Zeitung, year 1937; Echo of the Press, year 1943; Jerusalem Post, year 1944; Pages; Weekly of New Immigration, 1945; MB Mitteilungsblatt, years 1946; 1951; Haaretz, years: 1945; 1948; 1949; 1950; Davar, 1948; 1949; 1950; HaBoker, 1943; 1945; Maariv, 1950; Frankfurter Allgemeine, year 1955.",Hebrew|German|English|Other,עיתון|Newspaper,print,original,,,,,
IL-MTFN-001-G-F-0047-044-R0007,IL-MTFN-001-G-F-0047-044,German Newspaper Clippings on Zionist Congresses,קטעי עיתונות גרמנית מהשנים 1911; 1927; 1931 הנושא: הקונגרסים הציונים.,Deutsche Zeitungsausschnitte aus den Jahren 1911; 1927; 1931 Thema: Die zionistischen Kongresse.,German newspaper clippings from the years 1911; 1927; 1931 Subject: The Zionist Congresses.,German,גזיר עיתון|News Clipping,print,other,,,,,
IL-MTFN-001-G-F-0047-045-R0012,IL-MTFN-001-G-F-0047-045,Invitation to Michael Oser's Bar Mitzvah,"הזמנה לבר המצווה של בנו הצעיר, מיכאל עוזר, של ד""ר ויצמן בלונדון. אנגלית, ללא שנה.","Einladung zur Bar Mizwa seines jüngsten Sohnes, Michael Oser, von Dr. Weizmann in London. Englisch, ohne Jahr.","Invitation to the Bar Mitzvah of his youngest son, Michael Oser, of Dr. Weizmann in London. English, no year.",English,הזמנה|Invitation,,original,Michael Oser,,,,
