dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0047-032-R0001,IL-MTFN-001-G-F-0047-032,Hölengeschlecht by Alfred Landsberg,"מחזה, כתב אלפרד לנדסברג,עם הכותרת Hölengeschlecht ""גזע/אנשי המערות"". למחזה 8 מערכות (מערכה 5 חסרה). לתוכן: יוסף, הנער היהודי שהגיע לפלשתינה מגרמניה, לוקח חלק ביסודו של קיבוץ על שפת הכנרת. במלח""ע II הוא נלחם לצד הבריטים נלחם בגרמנים. מתחבר אל חייל אנגלי, ויליאם, נוצרי קתולי אדוק. בסוף המלחמה הוא מבקר בעיר הולדתו בגרמניה וחוזר לקיבוץ שם הוא נלחם במחתרת נגד הבריטים, נורה בשגגה מידי חבר ומת. במחזה משולבים זכרונות מהשואה וממשפחתו, שנספתה. 36 עמודים, גרמנית, ללא ציון תאריך, הדפסה.","Ein Stück, geschrieben von Alfred Landsberg, mit dem Titel Hölengeschlecht ""Rasse/Höhlenmenschen"". Das Stück hat 8 Akte (Akt 5 fehlt). Zum Inhalt: Josef, der jüdische Junge, der aus Deutschland nach Palästina kam, beteiligt sich an der Gründung eines Kibbuz am Ufer des Sees Genezareth. Im Zweiten Weltkrieg kämpft er an der Seite der Briten gegen die Deutschen. Er freundet sich mit einem englischen Soldaten, William, einem strenggläubigen Katholiken, an. Am Ende des Krieges besucht er seine Heimatstadt in Deutschland und kehrt in den Kibbuz zurück, wo er im Untergrund gegen die Briten kämpft, versehentlich von einem Freund erschossen wird und stirbt. Das Stück enthält Erinnerungen an den Holocaust und seine Familie, die umgekommen ist. 36 Seiten, Deutsch, kein Datum angegeben, Druck.","A play, written by Alfred Landsberg, titled Hölengeschlecht ""Race/Cave People"". The play has 8 acts (act 5 is missing). Content: Josef, the Jewish boy who came to Palestine from Germany, takes part in the founding of a kibbutz on the shore of the Sea of Galilee. In WWII, he fights alongside the British against the Germans. He befriends an English soldier, William, a devout Catholic. At the end of the war, he visits his hometown in Germany and returns to the kibbutz where he fights in the underground against the British, is accidentally shot by a friend, and dies. The play incorporates memories of the Holocaust and his family, who perished. 36 pages, German, no date specified, typewritten.",German,מחזה|Play,typewriting,original,Alfred Landsberg,,,,36
IL-MTFN-001-G-F-0047-032-R0002,IL-MTFN-001-G-F-0047-032,"Draft for the Play ""Race/Cavemen""","טיוטת רקע לכתיבת המחזה ""גזע/אנשי המערות"", שנכתב על נער יהודי למשפחה מתבוללת בן 7, שחווה את מצוקת האינפלציה ברפובליקת ויימר ונחשף לאנטישמיות בבית הספר. 18 עמודים, גרמנית, ללא ציון תאריך, הדפסה עם תיקונים בכתב יד.","Entwurf für das Schreiben des Stücks ""Rasse/Höhlenmenschen"", das über einen 7-jährigen jüdischen Jungen aus einer assimilierten Familie geschrieben wurde, der die Inflation in der Weimarer Republik erlebte und in der Schule Antisemitismus ausgesetzt war. 18 Seiten, Deutsch, ohne Datumsangabe, maschinenschriftlich mit handschriftlichen Korrekturen.","Draft background for writing the play ""Race/Cavemen"", written about a 7-year-old Jewish boy from an assimilated family, who experienced the inflation in the Weimar Republic and was exposed to antisemitism at school. 18 pages, German, no date specified, typewritten with handwritten corrections.",German,טיוטה|Draft,typewriting,draft,,,,,18
IL-MTFN-001-G-F-0050-001-R0001,IL-MTFN-001-G-F-0050-001,"Songs and Stories in German, 1942",שירים וסיפורים שכתב בגרמנית; 1942.,"Lieder und Geschichten, die auf Deutsch geschrieben wurden; 1942.",Songs and stories written in German; 1942.,German,שיר|Poem|סיפור|Fiction,,original,,1942,,,
IL-MTFN-001-G-F-0081-001-R0001,IL-MTFN-001-G-F-0081-001,Four poems by Leopold Marx translated by Yedida Peles Markowitz,"4 שירים של ליאופולד מרכס שתורגמו מגרמנית לעברית ע""י ידידה פלס מרקוביץ; 1990","Vier Gedichte von Leopold Marx, übersetzt aus dem Deutschen ins Hebräische von Yedida Peles Markowitz; 1990",Four poems by Leopold Marx translated from German to Hebrew by Yedida Peles Markowitz; 1990,Hebrew|German,שיר|Poem|מסמך מתורגם|Translated Document,,other,Leopold Marx,1990,,,
IL-MTFN-001-G-F-0085-001-R0002,IL-MTFN-001-G-F-0085-001,Wedding Poem for Dr. Moritz Stern and Sarah Carlebach,"1899, לחבק, שיר לחתונתם של ד""ר מוריץ שטרן ושרה לבית קרלבך;","1899, Umarmen, Gedicht zur Hochzeit von Dr. Moritz Stern und Sarah geb. Carlebach;","1899, To Embrace, Poem for the wedding of Dr. Moritz Stern and Sarah née Carlebach;",Hebrew,שיר|Poem,,original,Dr. Moritz Stern|Sarah Carlebach,1899,,,
IL-MTFN-001-G-F-0089-001-R0002,IL-MTFN-001-G-F-0089-001,Incomplete German Poem Manuscript,"בלי תאריך, מנוסקריפט עם שירים כתובים בגרמנית בכתב יד. המנוסקריפט לא שלם.","Ohne Datum, Manuskript mit Gedichten, die auf Deutsch handgeschrieben sind. Das Manuskript ist unvollständig.","Without date, manuscript with poems written in German by hand. The manuscript is incomplete.",German,שיר|Poem,handwriting,draft,,,,,
IL-MTFN-001-G-F-0089-001-R0003,IL-MTFN-001-G-F-0089-001,Biblical Motif Songs Manuscript,"שירים עם מוטיבים תנכיים בלי תאריך, מנוסקריפט בכתב יד בגרמנית, נכתב בתל אביב, 281 שירים ""Die Lieder des Nawenda nan""","Lieder mit biblischen Motiven ohne Datum, Manuskript in Handschrift auf Deutsch, geschrieben in Tel Aviv, 281 Lieder ""Die Lieder des Nawenda nan""","Songs with biblical motifs without a date, manuscript in handwritten German, written in Tel Aviv, 281 songs ""Die Lieder des Nawenda nan""",German,שיר|Poem,handwriting,original,,,,,
IL-MTFN-001-G-F-0113-001-R0001,IL-MTFN-001-G-F-0113-001,Chapter 1: The Intermediate Realm,"1. Kapitel Das Zwischenreich. סה""כ 410 עמ' כתובים בגרמנית ומודפסים על מכונת כתיבה",1. Kapitel Das Zwischenreich. Insgesamt 410 Seiten auf Deutsch geschrieben und mit einer Schreibmaschine getippt.,1. Chapter The Intermediate Realm. A total of 410 pages written in German and typewritten.,German,ספר|Book,typewriting,original,,,,,410
IL-MTFN-001-G-F-0113-010-R0007,IL-MTFN-001-G-F-0113-010,Final Station: The Wind Blowing from the Sea,Endstation: Der Wind vom Meere her; תחנה סופית: הרוח הנושב מהים בסוף עמ' 248-249 רשימה מפורטת של האפיזודות בכל אחד מהספרים;,Endstation: Der Wind vom Meere her; Endstation: Der Wind weht vom Meer am Ende von S. 248-249 eine detaillierte Liste der Episoden in jedem der Bücher;,Final Station: The Wind Blowing from the Sea; Final Station: The wind blowing from the sea at the end of pages 248-249 a detailed list of the episodes in each of the books;,Hebrew|German,רשימה|List,,other,,,,,
IL-MTFN-001-G-F-0113-013-R0001,IL-MTFN-001-G-F-0113-013,Die Überfahrt nach Ithanka von Uri Nahari,"Die Überfahrt nach Ithanka von Uri Nahari, תרגום: נסיעת המעבר לאיטקה, מאת אור נהרי 37 עמודים 1968","Die Überfahrt nach Ithanka von Uri Nahari, Übersetzung: Die Überfahrt nach Ithaka, von Uri Nahari 37 Seiten 1968","The Crossing to Ithanka by Uri Nahari, Translation: The Crossing to Ithaca, by Uri Nahari 37 pages 1968",Hebrew,Translated Document,,original,Uri Nahari,1968,,,37
IL-MTFN-001-G-F-0113-013-R0002,IL-MTFN-001-G-F-0113-013,Hin und her und Hopp hopp hopp by Uri Nahri,"Hin und her und Hopp hopp hopp von Uri Nahri; תרגום: הלוך ושוב והופ הופ הופ מאת אורי נהרי, אין שנה, 24 עמודים","Hin und her und Hopp hopp hopp von Uri Nahri; Übersetzung: Hin und her und Hopp hopp hopp von Uri Nahri, kein Jahr, 24 Seiten","Back and forth and Hop hop hop by Uri Nahri; Translation: Back and forth and Hop hop hop by Uri Nahri, no year, 24 pages",Hebrew|German,Translated Document,,original,Uri Nahri,,,,24
IL-MTFN-001-G-F-0113-013-R0003,IL-MTFN-001-G-F-0113-013,Die Stadtmustikanten von Gigelau,"Die Stadtmustikanten von Gigelau von Fritz Wolf, ein Hörspiel für Kinder mit Musik (nach Motiven des Märchens ""Die bremer Stadtmusikanten""; תרגום: נגני הרחוב מהעיר גיגלאונ תסכית לילדים עם מוזיקה, עפ""י מוטיבים של נגני העיר ברמן 1941, 12 עמודים","Die Stadtmusikanten von Gigelau von Fritz Wolf, ein Hörspiel für Kinder mit Musik (nach Motiven des Märchens ""Die bremer Stadtmusikanten""","The Street Musicians from the City of Gigelau by Fritz Wolf, a radio play for children with music (based on motifs from the fairy tale ""The Bremen Town Musicians""",German,Booklet,print,original,Fritz Wolf,1941,,,12
IL-MTFN-001-G-F-0113-013-R0005,IL-MTFN-001-G-F-0113-013,Olympus 50000 Radio Play,"Olympus 50000 Ein Tape Spiel von F.W. Purim 1970, Leo-Beck-Loge; תרגום: אולימפוס 50000, תסכית לטפריקורד מאת פ.ו. פורים 1970, לאו-בק-לוג'ה, 8 עמודים","Olympus 50000, ein Hörspiel für Tonband von F.W. Purim 1970, Leo-Beck-Loge, 8 Seiten","Olympus 50000, a radio play for tape recorder by F.W. Purim 1970, Leo-Beck-Lodge, 8 pages",Hebrew|German,Translated Document,typewriting,original,F.W. Purim,1970,,,8
IL-MTFN-001-G-F-0113-013-R0006,IL-MTFN-001-G-F-0113-013,Die Pastete Souzeraine by Fritz Wolf,"Die Pastete Souzeraine, eine musikalische Szene von Fritz Wolf; geschrieben für das Kabarett ""Mixed Pickles,; אין שנה, 6 עמודים","Die Pastete Souzeraine, eine musikalische Szene von Fritz Wolf; geschrieben für das Kabarett ""Mixed Pickles""; kein Jahr, 6 Seiten","The Souzeraine Pie, a musical scene by Fritz Wolf; written for the cabaret ""Mixed Pickles""; no year, 6 pages",German,לא מזוהה,,original,Fritz Wolf,,,,6
IL-MTFN-001-G-F-0113-014-R0001,IL-MTFN-001-G-F-0113-014,Drafts for Radio Play: The Love of Odysseus,"Die Liebe des Odzsseus, Ein Hörspiel; טיוטות 5 יח' לתסכית: אהבת אודיסויס","Die Liebe des Odysseus, Ein Hörspiel; Entwürfe 5 Stk. für Hörspiel: Die Liebe des Odysseus","The Love of Odysseus, A Radio Play; 5 Drafts for the Radio Play: The Love of Odysseus",Hebrew|German,טיוטה|Draft,typewriting,draft,,,,,
IL-MTFN-001-G-F-0113-015-R0004,IL-MTFN-001-G-F-0113-015,Heilbronn Bittersweet by Fritz Wolf,"Heilbronn Bittersüss von Fritz Wolf; Noch etwas aus dem zerrissenen Bilderbuch; Die Zeit eilt, teilt, heilt; תרגום: היילברון מר מתוק מאת פריץ פריץ וולף; עוד משהו מאלבום התמונות הקרוע; הזמן דוחק, מחלק, מבריא; פרוזה זאת מוקדשת לשלושה תיירים שבקרו בנהריה, בנהריה שלושתם מגרמניה; Dr. Manfred Weinmann, Eva Niklasch, Hanna Frielinghaus; עמודים 27, 1992;","Heilbronn Bittersüß von Fritz Wolf; Noch etwas aus dem zerrissenen Bilderbuch; Die Zeit eilt, teilt, heilt; Übersetzung: Heilbronn bittersüß von Fritz Fritz Wolf; Noch etwas aus dem zerrissenen Fotoalbum; Die Zeit drängt, teilt, heilt; Diese Prosa ist drei Touristen gewidmet, die in Nahariya waren, alle drei aus Deutschland; Dr. Manfred Weinmann, Eva Niklasch, Hanna Frielinghaus; Seiten 27, 1992;","Heilbronn Bittersweet by Fritz Wolf; Something else from the torn picture book; Time rushes, divides, heals; Translation: Heilbronn bittersweet by Fritz Fritz Wolf; Something else from the torn photo album; Time presses, divides, heals; This prose is dedicated to three tourists who visited Nahariya, all three from Germany; Dr. Manfred Weinmann, Eva Niklasch, Hanna Frielinghaus; Pages 27, 1992;",German|עברית,מסמך מתורגם|Translated Document,,original,,,1992,,27
IL-MTFN-001-G-F-0113-016-R0001,IL-MTFN-001-G-F-0113-016,Music Prince Turandot Israel,"Musikprinz Turandot Israel ; תרגום :נסיך מוזיקה טורנדוט, ישראל, עמודים 6 כפי הנראה 1968","Musikprinz Turandot Israel ; Übersetzung: Musikprinz Turandot, Israel, Seiten 6 vermutlich 1968","Music Prince Turandot Israel; Translation: Music Prince Turandot, Israel, pages 6 presumably 1968",Hebrew|German,Translated Document,,original,,1968,,,6
IL-MTFN-001-G-F-0113-016-R0011,IL-MTFN-001-G-F-0113-016,Die Betrüger ; תרגום: הרמאים,"Die Betrüger ; תרגום: הרמאים, 21 עמודים, אין תאריך","Die Betrüger ; Übersetzung: Die Betrüger, 21 Seiten, kein Datum","The Swindlers ; Translation: The Swindlers, 21 pages, no date",German|Hebrew,Translated Document,,other,,,,,21
IL-MTFN-001-G-F-0113-016-R0014,IL-MTFN-001-G-F-0113-016,The Adventures of Cyrillus Empiricus,"Die Aventuren des Cyrillus Empiricus ; תרגום: הרפתקאותיו של קירילוס אמפיריקוס, 80 עמודים, אין תאריך","Die Abenteuer des Cyrillus Empiricus, 80 Seiten, kein Datum","The Adventures of Cyrillus Empiricus, 80 pages, no date",German|Hebrew,Book,,original,,,,,80
IL-MTFN-001-G-F-0113-017-R0002,IL-MTFN-001-G-F-0113-017,Onkel Andreas Translation,"Onkel Andreas, באותה כריכה; תרגום: הדוד אנדראס, 79 עמודים, 1947, ראה עמ' 79 בחצי השני של הספר;","Onkel Andreas, in derselben Einband; Übersetzung: Der Onkel Andreas, 79 Seiten, 1947, siehe Seite 79 in der zweiten Hälfte des Buches;","Uncle Andreas, in the same binding; Translation: Uncle Andreas, 79 pages, 1947, see page 79 in the second half of the book;",Hebrew|German,ספר|Book,print,original,,1947,,,79
IL-MTFN-001-G-F-0113-017-R0005,IL-MTFN-001-G-F-0113-017,Twelve Stories and One Feuilleton,"Zwölf geschichten und ein Feuilletaon ; שנים-עשר סיפורים ופיליטון אחד, סה""כ 114 עמודים, כרוך כספר, נכתב בנהריה 1947/48","Zwölf Geschichten und ein Feuilleton; insgesamt 114 Seiten, gebunden als Buch, geschrieben in Nahariya 1947/48","Twelve stories and one feuilleton; a total of 114 pages, bound as a book, written in Nahariya 1947/48",German|Hebrew,ספר|Book,print,original,,1947-48,,,114
IL-MTFN-001-G-F-0113-018-R0001,IL-MTFN-001-G-F-0113-018,"The Belief in Luck, Novella","Der Glaube ans Glück ; תרגום: האמונה במזל, נובלה, 32 עמודים, 1926 כרוך, העתק הושאר בתיק","Der Glaube ans Glück; Übersetzung: Der Glaube an das Glück, Novelle, 32 Seiten, 1926 gebunden, Kopie im Ordner hinterlassen","The Belief in Luck; Translation: The Belief in Luck, Novella, 32 pages, 1926 bound, copy left in the file",Hebrew|German,מסמך מתורגם|Translated Document,,copy,,,1926,,32
IL-MTFN-001-G-F-0113-019-R0001,IL-MTFN-001-G-F-0113-019,Das Ende vom Lied Manuscript,"Das Ende vom Lied; eine Knuddel;Schmuddel;Schmatte zur selbstbefriedungen ; תרגום: ""סוף השיר..."" 123 עמודים ;ההעתקים לא מלאים, מנוסקריפט מלא 253 עמודים השנה 1979","Das Ende vom Lied; eine Knuddel; Schmuddel; Schmatte zur Selbstbefriedigung; Übersetzung: ""Ende des Liedes..."" 123 Seiten; die Kopien sind nicht vollständig, vollständiges Manuskript 253 Seiten, Jahr 1979","The end of the song; a cuddle; smudge; rag for self-satisfaction; Translation: ""End of the song..."" 123 pages; the copies are not complete, full manuscript 253 pages, year 1979",German|עברית,מסמך מתורגם|Translated Document,,copy,,1979,,,123
IL-MTFN-001-G-F-0113-023-R0002,IL-MTFN-001-G-F-0113-023,Die Metamorphosen des Inkas Casanove Pless,"Die Metamorphosen des Inkas Casanove Pless ; תרגום: המטמורפוזה של אנקה קזנובה פלס, 19 עמודים, אין תאריך","Die Metamorphosen des Inkas Casanove Pless ; Übersetzung: Die Metamorphose des Inka Casanova Pless, 19 Seiten, kein Datum","The Metamorphoses of the Inca Casanove Pless; Translation: The Metamorphosis of Inca Casanova Pless, 19 pages, no date",Hebrew|German,Translated Document,,other,,,,,19
IL-MTFN-001-G-F-0113-023-R0003,IL-MTFN-001-G-F-0113-023,The Battle with the Dragon Translation,"Der Kampf mit dem Drachen ; תרגום: הקרב עם הדרכון, 9 עמודים, אין תאריך","Der Kampf mit dem Drachen ; Übersetzung: Der Kampf mit dem Drachen, 9 Seiten, kein Datum","The Battle with the Dragon; Translation: The Battle with the Dragon, 9 pages, no date",German|Hebrew,Translated Document,,other,,,,,9
IL-MTFN-001-G-F-0113-023-R0010,IL-MTFN-001-G-F-0113-023,Translation of 'The Woman of Rome' by Alberto Moravia,"Die Tatsache zu leben (Alberto Moravia: The woman of Rome) ; תרגום: העובדה לחיות (אלברטו מורבייה: אשת רומא) 2 עמודים, אין תאריך","Die Tatsache zu leben (Alberto Moravia: Die Frau von Rom); Übersetzung: Die Tatsache zu leben (Alberto Moravia: Die Frau von Rom) 2 Seiten, kein Datum","The fact of living (Alberto Moravia: The Woman of Rome); Translation: The fact of living (Alberto Moravia: The Woman of Rome) 2 pages, no date",Hebrew|German,מסמך מתורגם|Translated Document,,other,Alberto Moravia,,,,2
