dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0277-001-R0004,IL-MTFN-001-G-F-0277-001,Small Oil Lamp from Mid-19th Century,3. מנורת שמן קטנה מבית הסבא שלה מאמצע המאה ה-19.,Kleine Öllampe aus dem Haus ihres Großvaters aus der Mitte des 19. Jahrhunderts.,Small oil lamp from her grandfather's house from the mid-19th century.,Unspecified,Unrecognized,,original,,,,,
IL-MTFN-001-G-F-0280-002-R0001,IL-MTFN-001-G-F-0280-002,Woodworks by Emil Frank,"במוזיאון הפקיד 3 עבודות עץ. 2 של אביו, אמיל פרנק, רימון בשמים (בתוכו יש עדיין גרגירי צפורן) ופמוט לשתי נרות שבת.","Im Museum wurden 3 Holzarbeiten hinterlegt. 2 von seinem Vater, Emil Frank, Granatapfel im Himmel (darin sind noch Nelkenkörner) und ein Kerzenhalter für zwei Schabbatkerzen.","In the museum, 3 woodworks were deposited. 2 by his father, Emil Frank, a pomegranate in the sky (inside there are still clove seeds) and a candlestick for two Shabbat candles.",Unspecified,חפץ|Object,,original,Emil Frank,,,,
IL-MTFN-001-G-F-0280-002-R0002,IL-MTFN-001-G-F-0280-002,Wooden Box with Kangaroo by Arno Michelson,"עבודה נוספת; קופסת עץ עליה מעובד קנגורו, העבודה נעשתה ככל הנראה ע""י Arno Michelson במחנה טטורה (הפרטים מפתק שמצוי בתוך הקופסה).","Zusätzliche Arbeit; Holzkiste mit einem Känguru darauf, die Arbeit wurde wahrscheinlich von Arno Michelson im Lager Tatura gemacht (Details von einem Zettel in der Kiste).","Additional work; A wooden box with a kangaroo on it, the work was probably done by Arno Michelson in the Tatura camp (details from a note inside the box).",Unspecified,חפץ|Object,other,other,Arno Michelson,,,,
IL-MTFN-001-G-F-0287-001-R0001,IL-MTFN-001-G-F-0287-001,Ruth Hartmann's Toy Suitcase,"מזוודה קטנה מעור קשיח בתוכה העבירה הילדה, רות הרטמן, צעצועים ב-1939 כאשר עזבה עם הוריה את גרמניה בדרכם לבוליביה.","Kleiner Koffer aus hartem Leder, in dem das Mädchen Ruth Hartmann 1939 Spielzeug transportierte, als sie mit ihren Eltern Deutschland auf dem Weg nach Bolivien verließ.","Small suitcase made of hard leather in which the girl, Ruth Hartmann, carried toys in 1939 when she left Germany with her parents on their way to Bolivia.",Unspecified,חפץ|Object,,original,Ruth Hartmann,1939,,,
IL-MTFN-001-G-F-0287-001-R0002,IL-MTFN-001-G-F-0287-001,Beaded Purse/Bag,"ארנק/תיק עבודת חרוזים היה פעם מאד מהודר. התורמת לא ידעה לספר דבר על הפריט, גם לא היתה בטוחה שוא מרכוש הוריה.","Geldbörse/Tasche mit Perlenstickerei war einst sehr elegant. Die Spenderin konnte nichts über den Gegenstand erzählen und war sich auch nicht sicher, ob er zum Besitz ihrer Eltern gehörte.","Beaded purse/bag was once very elegant. The donor could not tell anything about the item, nor was she sure it belonged to her parents' property.",Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0340-001-R0011,IL-MTFN-001-G-F-0340-001,Materials donated by Rachel Plaot,חומרים שתרמה רחל פלאות (חברתה של רחל דרור הבת של קתה בר):; 3 בובות עץ לתיאטרון בובות.,"Materialien gespendet von Rachel Plaot (Freundin von Rachel Dror, der Tochter von Kathe Bar):; 3 Holzpuppen für das Puppentheater.","Materials donated by Rachel Plaot (friend of Rachel Dror, the daughter of Kathe Bar):; 3 wooden puppets for puppet theater.",Unspecified,חפץ|Object,,other,,,,,
IL-MTFN-001-G-F-0341-001-R0006,IL-MTFN-001-G-F-0341-001,Beer Mug of Rudolf Feige,"קנקן בירה שהיה שייך לרודולף פייגה הצעיר עליו רשום שמו, כתובת ומשפט של היפוקרטס :; VITA BREVIS, ARS LONGA תרגום: החיים קצרים, האמנות (אמנות הרפואה) ארוכה.","Ein Bierkrug, der dem jungen Rudolf Feige gehörte, mit seinem Namen, Adresse und einem Satz von Hippokrates: VITA BREVIS, ARS LONGA Übersetzung: Das Leben ist kurz, die Kunst (die Kunst der Medizin) ist lang.","A beer mug that belonged to the young Rudolf Feige, with his name, address, and a sentence from Hippocrates: VITA BREVIS, ARS LONGA Translation: Life is short, art (the art of medicine) is long.",Other,חפץ|Object,other,original,Rudolf Feige,,,,
IL-MTFN-001-G-F-0363-006-R0001,IL-MTFN-001-G-F-0363-006,Decorated Wooden Box with Gobelin Embroidery,"קופסת עץ מקושטת בריקמת גובלן יפה, שבאמצע רקומים ראשי התיבות A B, ראשי התיבות של עמליה בלנצגר Amalia Blanzger לימים עמליה דויטש. מסביב לרקמה מסגרת זכוכית;ראי (חלק ממנה פגום).","Eine dekorierte Holzkiste mit schöner Gobelinstickerei, in der Mitte sind die Initialen A B eingestickt, die Initialen von Amalia Blanzger, später Amalia Deutsch. Um die Stickerei herum befindet sich ein Glasrahmen; Spiegel (ein Teil davon ist beschädigt).","A decorated wooden box with beautiful gobelin embroidery, with the initials A B embroidered in the middle, the initials of Amalia Blanzger, later Amalia Deutsch. Around the embroidery is a glass frame; mirror (part of it is damaged).",Unspecified,חפץ|Object,,original,Amalia Blanzger,,,,
IL-MTFN-001-G-F-0380-002-R0005,IL-MTFN-001-G-F-0380-002,Child's Napkin Chain,שרשרת עם תפסנים למפית אוכל לילד.,Kette mit Klammern für ein Kinderserviette.,Chain with clips for a child's napkin.,Irrelevant,חפץ|Object,,other,,,,,
IL-MTFN-001-G-F-0387-001-R0001,IL-MTFN-001-G-F-0387-001,Painter's Cap,"כובע צבעי, טקסטיל/לבד אפור כהה ועור שחור, ללא סמלים או קישוטים.","Malerkappe, Textil/Dunkelgrauer Filz und schwarzes Leder, ohne Symbole oder Verzierungen.","Painter's cap, textile/dark grey felt and black leather, without symbols or decorations.",Irrelevant,Unrecognized,,other,,,,,
